'	3528|3531|3532|3542|3545
0-8147-1381-5	3539
0-8166-5735-1	3532
0-85112-199-3	3541
0-86007-722-5	3527
0-86007-723-3	3527
0-86024-972-7	3527
00	3528|3532|3533|3536|3539|3542|3543|3545|3546
000	3527|3528|3529|3531|3532|3533|3536|3539|3540|3545
000-meter	3528
0010	3539
003	3539
006	3539
006688	3539
007	3539
01	3528|3533|3539|3540|3543|3544|3545|3546
01000US	3532
011	3539
01405105401988	3536
017	3539
018	3539
01_monitoring	3539
02	3531|3539|3543
021	3528|3539
022	3528|3545
025	3539
0261	3533
02611430	3531
03	3532|3540|3542|3543|3545
032	3545
035	3532
03a00030	3531
04	3539|3542|3543|3544
043	3539|3545
047	3528|3532
049	3545
04Kreise	3539
04_SB8K8xLLM9MSSzPy8xBz9CP3I5EyrpHK9pPKUVL3ikqLUzJLsosTUtJJUvbzU0vTU4pLEnJLSvHRUuYKcxDygoH5BtqMiAMTJdF8	3539
04choi	3542
04iht-poll	3539
05	3527|3528|3542|3543|3544
05012011	3543
058	3539
059	3528|3539
06	3527|3528|3532|3539|3542|3543
060907	3542
060925gore_GOAT_recordings	3542
061	3532
062	3545
065	3539
067	3539
068	3528
06beyo	3542
07	3527|3528|3533|3539|3542|3543|3545
070202001027	3528
07georgia	3528
08	3528|3539|3542|3543|3545
085	3545
09	3527|3528|3539|3542|3543
090624_2009_final_data	3545
098	3545
0CCsQ6AEwAg	3542
0CEIQ6AEwBg	3542
0CEkQ6AEwCA	3542
1	3527|3528|3529|3530|3531|3532|3533|3535|3536|3537|3538|3539|3540|3541|3542|3543|3544|3545|3546
1's	3542
1-5	3537
1-56619-326-5	3536
1-904994-10-5	3530
1-919969-32-2	3545
10	3527|3528|3529|3530|3531|3532|3533|3535|3536|3537|3539|3540|3542|3543|3544|3545|3546
100	3527|3528|3529|3532|3533|3535|3536|3539|3540|3541|3542|3544|3545
1000	3528|3532|3535|3536|3539|3545
100052GH	3545
10007	3528
1002689847	3542
10032551	3527
101	3527|3528|3536|3539|3545
1014	3539
101486GH	3545
101languages	3528
102	3527|3528|3532|3536|3539|3545
102365GH	3545
102372GH	3545
1024	3539
10265	3543
1027	3528
102974GH	3545
103	3527|3528|3539|3545
103437GH	3545
103587GH	3545
103733GH	3545
103rd	3545
104	3527|3528|3539|3545
104-110	3535
10401741	3545
104520GH	3545
1047864	3539
105	3527|3528|3535|3539|3545
105697GH	3545
106	3527|3528|3539|3545
106781GH	3545
107	3527|3528|3539|3545
1076	3545
108	3527|3528|3539|3545
1083	3528
1089	3528
10897	3545
109	3527|3528|3536|3539|3545
1095177	3543
10th	3527|3528|3532|3535|3536|3539
11	3527|3528|3530|3531|3532|3533|3535|3536|3537|3538|3539|3540|3541|3542|3543|3544|3545|3546
11-18784-4	3539
110	3527|3528|3539|3545
1100	3535
11095_6514448	3543
11095_6638184	3543
111	3527|3528|3539|3545
1110	3539
1111	3539
111200GH	3545
112	3527|3528|3539|3545
1121	3528
11216	3528
1125	3528|3539
1126	3535
112th	3528
113	3527|3528|3539|3545
1138	3539
114	3527|3528|3539|3545
115	3527|3528|3539|3545
1150	3536
1157	3539
115b	3539
116	3527|3528|3539|3545
11666423	3539
11677_6820611	3543
117	3527|3528|3539|3545
1170623253	3545
117637460	3528
118	3527|3528|3532|3539|3545
118400373	3528
119	3527|3528|3539|3545
11th	3528|3532|3536|3545
12	3527|3528|3530|3531|3532|3533|3535|3536|3537|3539|3540|3541|3542|3543|3544|3545
12-13	3539
12-13c	3535
12-inch	3540
120	3527|3528|3532|3535|3539|3545
1200	3536
1200-man	3536
1207846	3535
120th	3528
121	3527|3528|3531|3539|3545
121st	3528
122	3527|3528|3539|3545
1226	3528
123	3527|3528|3539|3545
124	3527|3528|3539|3545
124th	3545
125	3527|3528|3539|3540|3545
1254	3539
126	3527|3528|3539|3545
126-132	3535
1265	3536
127	3527|3528|3539|3545
128	3527|3528|3539|3545
129	3527|3528|3539|3545
12th	3528|3535|3536|3545
13	3527|3528|3531|3532|3533|3535|3536|3538|3539|3540|3542|3543|3544|3545
130	3527|3528|3539|3545
131	3527|3528|3539|3545
1314-1346	3528
1315	3539
1317	3539
132	3527|3528|3533|3539|3543|3545
133	3527|3528|3539
1333952	3539
1334152	3539
134	3527|3528|3539
1344052800	3542
1346	3539
1348	3539
135	3527|3528|3539|3545
1350	3535
1351	3539
135274	3545
135550-c	3544
1356	3539
135th	3545
136	3527|3528|3539
136-145	3533
13688230	3528
136920	3528
137	3527|3528|3531|3539|3545
137-50	3531
1371	3532
138	3527|3528|3533|3539|3545
1386	3539
139	3527|3528|3531|3533|3535|3539
13th	3528|3536|3545
14	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3544|3545|3546
140	3527|3528|3539
1400	3536|3539
141	3527|3528|3539
142	3528|3539
143	3528|3539
144	3528|3539|3545
144th	3528
145	3528|3539
146	3527|3528|3539
1466	3528
1468-229X	3539
147	3528|3539
148	3528|3539
1481	3545
149	3528|3539
14chapter3	3545
14th	3536
15	3527|3528|3531|3532|3533|3535|3536|3537|3539|3540|3542|3543|3544|3545
15-volume	3533
150	3528|3531|3533|3536|3539|3540
150-160	3546
150-700	3536
1500	3535
1506424	3543
1509	3539
151	3528|3539
1514	3536
1516025	3542
1517	3539
1518	3528|3533|3539
152	3527|3528|3539
1522	3532
153	3527|3528|3539
1530	3539
1534	3532
154	3528|3539|3545
154704946	3542
155	3528|3539
1555	3528|3536
156	3528|3536|3539
1566431	3542
157	3527|3528|3539
15731354	3539
158	3528|3539
159	3528|3539
1598	3545
15th	3528|3532|3536|3539|3545
16	3527|3528|3529|3531|3532|3533|3535|3536|3539|3540|3541|3542|3543|3544|3545
16-10-WestAfricaBritish	3545
160	3528|3539|3545
161	3528|3539|3542
1617	3545
1618	3539
161f	3536
162	3528|3539|3545
163	3528|3539
16321	3528
164	3528|3539
1642	3545
1648	3539
165	3528|3539
1658	3528
166	3528|3539
166441	3542
1665	3536
167	3528|3539
168	3528|3539
168-185	3535
1685932	3542
169	3528|3535|3539
16th	3528|3532|3536|3539|3545
16th-century	3527
17	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3544|3545
170	3528|3539|3545
1700	3535|3536
171	3527|3528|3539|3545
17123137_1_georgian-forces-south-ossetian-tskhinvali	3528
172	3528|3539|3545
1729	3528
173	3528|3539
174	3528|3539
1740	3539
1741310	3539
1747	3528
1749	3532
175	3528|3536|3539|3545
1759	3532
176	3536|3539
1760	3528
1762	3528
1763	3539
177	3528|3539|3545
1770	3539
1779	3543
178	3527|3528|3539
1783	3528
1785	3528|3532
179	3539
1795	3528
17th	3532|3536|3539|3541|3545
18	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3544|3545
180	3539
1800	3528|3532|3536
1801	3528
1802	3528
1803	3527|3528
1805	3528|3532
1806	3539|3545
181	3539
1811076-sun	3542
1814	3536|3539
1815	3528
1817	3545
1819	3528
182	3539
1827	3539
1828	3528
183	3536|3539
1830	3527
1830s	3527|3536
1832	3528|3532
1837	3527
1838	3527
184	3527|3539
1840	3527|3545
1840s	3532
1843	3532
1848	3527|3539
185	3539
1850	3527
1851	3527
1852	3527|3532
1853	3527
1854	3527
1855	3527
1856	3527
1857	3527|3528
1858	3527
1859	3527
186	3528|3539
1860	3527|3532
1860s	3527
1861	3527|3528
1862	3527|3539
1863	3527|3532
1864	3527|3539
1865	3527
1866	3527|3539
1867	3527
1868	3527|3538
1869	3527
187	3536|3539
1870	3527|3535|3545
1871	3527|3537|3539
1872	3527
1873	3527|3545
1874	3527|3545
1875	3527|3532|3534
1877	3532
1878	3527|3528
1879	3527
188	3537|3539
1880	3527|3532
1883	3539
1884	3539|3543
1885	3527
1886	3527
1888	3545
189	3539
1890	3539
1892	3543
1896	3543|3545
1897	3532
18th	3528|3532|3535|3536|3538|3539|3543
19	3527|3528|3531|3532|3533|3535|3536|3539|3540|3541|3542|3543|3544|3545
190	3527|3528|3536|3539
1900	3535|3545
1900s	3545
1901	3532|3539
1903	3538
1904	3532
1906	3527|3528|3535|3538
1909	3545
191	3539
1910	3532|3538
1911	3532
1913	3527
1914	3527|3539|3545
1915	3527|3543
1916	3527
1917	3528
1918	3528|3539|3545
1919	3535|3539|3543
192	3535|3539
1920	3528
1921	3528|3545
1922	3527|3532|3536
1923	3543
1924	3528
1925	3535|3538
1926	3527|3543
1927	3535|3536|3538|3539
1928	3543|3545
1929	3532|3539
193	3536|3539
1930	3539
1930s	3528
1931	3543|3545
1932	3536|3539
1933	3527|3539
1934	3527|3532|3539|3543
1935	3527|3539|3543|3545
1936	3528|3539|3543
1938	3527|3539|3543
1939	3527|3539|3543
194	3527|3539
1940	3543
1940s	3535
1941	3528|3532|3539
1942	3543|3545
1942-2004	3541
1943	3539
1944	3528|3532
1945	3528|3530|3539|3543|3545
1945-02-10	3530
1946	3527
1947	3530|3539|3543|3545
1947-09-03	3543
1948	3539|3545
1949	3539|3545
195	3527|3539
1950	3527|3528|3539|3543|3545
1950s	3536|3539|3545
1951	3539|3543
1952	3535|3536|3539|3545
19528	3543
1953	3543
1954	3527|3536|3539|3543
1955	3527|3528|3532|3539|3543
1956	3528|3539|3543|3545
1957	3527|3528|3539|3543|3545
1957-03-07_A_New_Nation	3545
1958	3527|3543|3545
1959	3527|3535|3538|3543
196	3528|3539
1960	3545
1960s	3539|3542|3545
1961	3532|3537|3538|3539|3543|3545
1962	3530|3532|3543|3545
1963	3528|3545
1964	3543|3545
1965	3527|3545
1966	3528|3536|3543|3545
1967	3528|3543
1968	3537|3543
1969	3539|3543
1970	3530|3535|3543
1970s	3531|3533|3539|3545
1971	3527|3543|3545
1972	3530|3535|3539|3543|3545
197296	3545
1973	3543|3545
1974	3539|3541|3543
1975	3527|3530|3535|3541|3543
1976	3535|3541|3543
1977	3543
1978	3528|3530|3536|3541|3543
1979	3532|3535|3536|3539|3541|3543
1980	3527|3530|3531|3535|3536|3538|3539|3541|3543
1980s	3531|3532|3533|3539|3545|3546
1981	3527|3541|3543|3545
1982	3531|3539|3541|3543|3545
1983	3531|3539|3543|3545
1984	3532|3535|3536|3541|3543
1985	3535|3536|3543
1986	3528|3531|3536|3537|3541|3543
1987	3532|3537|3539|3543|3545
1988	3535|3536|3539|3541|3543|3545
1989	3528|3536|3539|3543|3545
199	3536
1990	3528|3531|3532|3539|3541|3543|3545
1990s	3528|3531|3532|3545
1991	3528|3531|3535|3536|3539|3543|3545
1992	3527|3528|3531|3535|3536|3537|3538|3539|3543|3545|3546
1993	3528|3531|3536|3537|3539|3541|3543|3545
1994	3528|3531|3535|3536|3537|3539|3541|3543|3545
1995	3528|3531|3532|3535|3539|3541|3543|3545
1996	3528|3531|3532|3535|3536|3539|3541|3543|3545
1997	3528|3531|3536|3539|3543|3544|3545
1998	3528|3531|3532|3536|3539|3541|3543|3545
1999	3528|3536|3539|3541|3543|3544|3545
19germany	3539
19th	3528|3530|3532|3535|3536|3539|3545
1a	3537
1b	3537
1du	3538
1pl	3538
1sg	3538
1st	3532|3535|3536|3537|3539|3545
1st-century	3535
1tv	3528
2	3527|3528|3529|3530|3531|3532|3533|3535|3536|3537|3538|3539|3540|3541|3542|3543|3544|3545|3546
20	3527|3528|3529|3531|3532|3533|3535|3536|3539|3540|3542|3543|3544|3545
20-	3528|3540
200	3527|3528|3529|3532|3533|3536|3539|3545
200-m	3545
200-man	3536
2000	3527|3528|3531|3532|3535|3539|3540|3543|3544|3545
2000s	3545|3546
2001	3527|3528|3531|3533|3539|3541|3543|3545
2002	3528|3531|3532|3535|3536|3539|3540|3541|3543|3544|3545
2003	3527|3528|3529|3531|3532|3533|3535|3539|3540|3543|3544|3545
2003-01-07	3532
2003-04-12	3531
2003-08-23	3544
2003-09-06	3544
2003-10-09	3544
20031009105046	3544
2004	3528|3532|3533|3535|3536|3539|3540|3541|3543|3545
20043874	3542
2005	3527|3528|3531|3532|3533|3535|3539|3540|3541|3542|3543|3544|3545|3546
2005-05-28	3544
2005-09-15	3528
2006	3528|3530|3531|3532|3533|3535|3536|3537|3539|3542|3543|3544|3545
2006-06-15	3532
2006-11-06	3533
2006Migration_Chart	3539
2006accreditedFestivalsDirectory	3539
2007	3528|3532|3533|3536|3539|3541|3542|3543|3544|3545|3546
2007-06-27-575071944_x	3542
2007-08-02	3532
2007-08-15	3528
2007-08-18	3532
2007-09-25	3544
2007-11-13	3532
2007-12-01	3544
2007-12-08	3532
2007-12-10	3544
2007-12-23	3528
20070613052046	3542
20070809140315	3539
20070815111418	3528
20071023221412	3542
20071210175219	3544
20071222	3545
20071226200944	3545
2008	3528|3529|3530|3531|3532|3533|3535|3536|3537|3538|3539|3542|3543|3544|3545
2008-02-12	3532
2008-06-21	3539
2008-06-23	3532
2008-06-24	3539
2008-08-18	3528
2008-11-30	3532
20080104032011	3542
20080309012855	3528
20080601033225	3542
20080602065942	3542
20080621091621	3539
20080622153005	3542
20080822004410	3528
20080822124509	3539
20081009	3528
20081119	3528
2008Jan07	3528
2009	3527|3528|3531|3532|3533|3535|3538|3539|3540|3542|3543|3544|3545|3546
2009-05-21	3544
2009-06-20	3544
2009-07-17	3544
20090106-germany-agrees-new-50-billion-euro-stimulus-plan	3539
200902120888	3545
200907	3545
201	3527|3539|3545
2010	3528|3531|3532|3533|3538|3539|3540|3541|3542|3543|3545|3546
2010-01-06	3532
2010-03-15	3532
2010-05-03	3531
2010-07-14	3539
2010-08-18	3541
2010-08-28	3535
2010-09-21-merkel-mdg-gipfel	3539
2010-09-23	3539
2010-10-11	3532
2010-provisional-census-results-out	3545
20100	3540
20101229095012	3539
20101229190016	3539
2010s	3545
2011	3527|3528|3532|3533|3539|3540|3541|3542|3543|3545|3546
2011-04-01	3528
2011-08-14	3532
2011-09-26	3539
2011-11	3545
2011-11-07	3544
2011_en	3539
2012	3528|3529|3531|3532|3533|3534|3535|3536|3537|3539|3540|3542|3543|3544|3545|3546
2012-01-18	3528
2012-01-24	3532
2012-01-25	3532
2012-03-13	3539
2012-04-02	3528
2012-04-13	3530
2012-04-18	3528
2012-04-29	3528
2012-04-30	3528
2012-05-17-BER-will-open-on-17-march-2013	3539
2012-05-27	3542
2012-06-10	3528
2012-09-05	3528
2012-10-30	3528
2012-11-04	3539
2012-11-05	3545
2012-11-12	3545
2012-July-26	3545
2012_03	3539
2012_03MigrantBackground	3539
2013	3527|3528|3529|3530|3531|3532|3533|3535|3536|3537|3538|3539|3541|3542|3543|3544|3545|3546
2013-01-01	3545
2017	3545
2019	3539
201957	3527
202	3536|3539
2020	3539
202002	3528
202003	3540
2021	3539
204	3539
204866	3545
205	3533
2050	3539
206	3527|3528|3539
2060	3539
20601100	3528
20Ablaut	3537
20Alarm	3542
20Bizet	3527
20Bodied	3542
20Corruption	3545
20Economic	3545
20Get	3542
20Ghana	3545
20Governance	3545
20Improving	3545
20L	3532
20Me	3542
20Notes	3545
20Pomer	3532
20Reduplication	3537
20Sedegebi	3528
20Study_5	3545
20Wright	3527
20aRweris	3528
20and	3545
20autrefois	3527
20beyonce	3542
20carmen	3527
20charts	3539
20co-oficializa	3532
20color	3527
20da	3532
20dans	3527
20erovnuli	3528
20in	3527
20la	3527
20local	3527
20mosaxleobis	3528
20nfi	3542
20nuit	3527
20pirveli	3528
20saqarTvelos	3528
20sayovelTao	3528
20sombre	3527
20th	3527|3528|3532|3535|3539|3545
20th-century	3536
20the	3542
20to	3537
20tomi	3528
20wlis	3528
21	3527|3528|3531|3532|3533|3534|3535|3536|3539|3540|3541|3542|3543|3544|3545
210	3527|3528
211	3528
2119rank	3539
212	3536
213	3545
214	3536
2144	3539
2147901	3543
2157961	3543
216	3528
217	3545
21st	3528|3536|3539
22	3527|3528|3529|3531|3532|3533|3535|3536|3539|3540|3541|3542|3543|3545
221	3527|3528
222	3532|3535|3536
223	3539
223-deutsche-minderheit-in-rumaenien	3532
226	3537
2269057	3528
227	3528|3538
227452	3545
22800031	3545
229	3539
22nd	3544
23	3527|3528|3531|3532|3533|3535|3536|3539|3540|3541|3542|3543|3544|3545
23-Jul-2008	3542
230	3528|3532
231	3535
231063	3536
232	3527
233	3545
235	3539
23518	3528
23537	3528
236	3545
237	3528
2370322	3543
238	3545
23beyonce	3542
23rd	3544
24	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3545
240	3532|3539
241	3539
242	3528|3539
243	3537|3539|3545
244	3527
245	3528|3536|3539
2457	3532
247	3528
24855	3538
249	3528
25	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3545|3546
25-30	3532
250	3527|3528|3531|3533|3535|3536|3539|3545
251	3528
252	3528
25299	3528
253	3533
254	3527
255	3531
257	3531|3532
258	3527|3536|3545
259	3527|3536|3539
2595	3528
25th	3541|3545
26	3527|3528|3531|3532|3533|3535|3536|3537|3539|3540|3542|3543|3544|3545|3546
26-why-the-wikimedia-projects-should-not-use-gfdl-as-a-stand-alone-license-for-images	3544
260	3527|3528|3539|3545
26004	3542
261	3527
262	3527
263	3527|3530
265	3531
266	3527|3536
268	3527
27	3527|3528|3531|3532|3533|3535|3536|3538|3539|3540|3541|3542|3543|3545|3546
270	3527|3539
271	3539
272	3539
273	3539
276	3528
27752791_1_energy-security-global-energy-germany	3539
2785	3539
27s	3527
28	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3544|3545
28051	3532
281	3528|3533
284	3545
285	3529|3532
289	3536
289-290	3528
29	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3543|3545
29-30	3528
290	3528|3535
291	3536|3545
2914502_page_0	3539
293	3539
295	3535
29583	3542
299	3532
2999	3545
2BBusy	3540
2CLP	3528
2CNGDP	3539
2CNGDPD	3539
2CNGDPDPC	3528|3539|3545
2CNGDPPC	3539
2CNGDPRPC	3539
2CPPPGDP	3528|3539|3545
2CPPPPC	3528|3539|3545
2C_September_2005	3533
2F	3542
2FBeyonce-Atlantic-City-concert-Singer-performs-1st-time-Blues-birth	3542
2Farticle-2150267	3542
2Ftvshowbiz	3542
2Fwww	3542
2Step	3540
2b	3537
2du	3538
2nd	3532|3535|3536|3537|3539|3543|3545
2pl	3538
2r	3528
2sg	3538
3	3527|3528|3529|3530|3531|3532|3533|3534|3535|3536|3537|3538|3539|3540|3541|3542|3543|3544|3545|3546
3-05-000348-0	3536
3-05-000349-9	3536
3-05-000571-8	3536
3-05-000591-2	3536
3-11-014138-8	3536
3-11-016383-7	3536
3-17-015566-0	3536
3-421-06236-6	3539
3-486-56531-1	3539
3-486-56755-1	3536
3-525-20768-9	3539
3-8253-4267-0	3537
3-8290-3571-3	3527
3-88557-067-X	3539
3-9805843-1-3	3532
3-billion	3545
3-faq	3544
3-year	3543|3545
30	3527|3528|3529|3531|3532|3533|3535|3536|3539|3540|3541|3542|3543|3545
30-44	3533
300	3528|3533|3535|3536|3539|3545
3000	3545
3001	3545
301	3539
304009	3543
305	3539
309	3528
31	3527|3528|3529|3531|3532|3533|3535|3536|3539|3540|3542|3543|3545
310	3527
311	3527
313	3528|3539
315	3527|3541
315349	3545
3166	3528|3539|3545
317	3527
31710	3539
317670	3542
318	3527
319	3527|3528
31iht-germany	3539
32	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3545
323	3539
324	3539
325	3527
32516	3545
3261059	3528
327	3539
329	3527|3536|3539
33	3527|3528|3531|3532|3533|3535|3536|3539|3540|3542|3545
330	3528|3532
330509	3545
332	3527
3325	3532
334	3545
3343963	3539
335	3535|3539
337	3528|3539
338	3536
33rd	3528
34	3527|3528|3532|3533|3535|3536|3539|3542|3543|3545
340	3539
34013	3545
3404	3531
341	3528|3545
342	3527
343486	3539
343488	3539
347	3528
349	3539
35	3527|3528|3532|3533|3535|3536|3539|3540|3542|3543|3545
350	3527|3528|3539
352	3527|3545
3520322	3528
353	3539
354	3545
355988	3545
357	3539
35th	3545
36	3527|3528|3532|3533|3535|3536|3539|3542|3543|3545
360	3528|3535
361	3535|3536
367	3527|3539|3542
37	3527|3528|3532|3533|3535|3536|3539|3540|3542|3543|3545
37-year-old	3543
371	3528
37341	3528
373639	3539
374	3539
374-377	3528
37425	3528
375	3527|3539
378	3539
379	3528|3542
3797729	3528
38	3527|3528|3532|3533|3535|3536|3539|3542|3543|3544|3545
382	3539|3545
383	3539
386	3528
387	3527
389	3539
39	3527|3528|3532|3533|3535|3536|3539|3541|3542|3543|3545
391	3527
394374	3533
395	3539
39548	3539
398	3539
399	3539
3997	3539
3A	3542
3B	3545
3D000714	3532
3Fnoticia	3532
3a	3537
3b	3537
3pl	3538
3rd	3528|3532|3535|3537|3539|3544|3545
3sg	3538
3x	3543
4	3527|3528|3529|3530|3531|3532|3533|3535|3536|3537|3538|3539|3540|3541|3542|3543|3544|3545|3546
4-to-the-floor	3546
40	3527|3528|3530|3532|3533|3535|3536|3539|3540|3541|3542|3543|3545
400	3528|3532|3535|3536|3539|3545
400-2	3528
4000	3528
403	3539
404	3528|3539
407	3528
408	3527
409	3527|3539
41	3527|3528|3532|3533|3535|3536|3539|3542|3545
41-57	3535
410135	3539
412	3539
416	3539
419	3527
41st	3545
42	3527|3528|3532|3533|3535|3536|3537|3539|3542|3543|3545
420	3528|3533
422	3527
426	3527|3539
428	3527
4295389	3539
42nd	3545
43	3527|3528|3532|3533|3535|3536|3539|3540|3542|3545
431-IIs	3528
43347	3539
437376	3545
438	3527
44	3527|3528|3530|3532|3533|3535|3536|3539|3541|3542|3545
440	3528
442	3539
444	3539
445	3539
446	3545
448	3539
44981892	3539
45	3527|3528|3530|3532|3533|3535|3539|3540|3542|3545
4519	3539
4530565	3539
4531273	3528
45318	3528
4544942	3542
4563	3539
46	3527|3528|3532|3533|3535|3539|3542|3543|3545
460	3539
4607	3545
462366584	3527
4670	3528
469	3528
47	3527|3528|3530|3532|3533|3535|3536|3539|3542|3543|3545
470	3539|3545
471	3539
4712	3545
473	3528
475	3539
476	3533
477	3539
48	3527|3528|3532|3533|3535|3539|3542|3545
480	3545
483	3528
4849472	3528
488	3539
489	3539
49	3527|3528|3532|3533|3535|3536|3539|3542|3545
490532735	3534
491	3528
4A	3539
4th	3528|3535|3536|3539|3545
5	3527|3528|3529|3531|3532|3533|3535|3536|3537|3538|3539|3540|3541|3542|3543|3544|3545|3546
5-511-00775-7	3528
5-6	3528
50	3527|3528|3529|3532|3533|3535|3536|3539|3540|3542|3543|3545
50-billion-euro	3539
500	3528|3529|3532|3533|3535|3539|3545
500-metre	3528
500218960	3527
501	3528
5012667	3539
502	3529
503	3539
504285c4-68b6-11da-bd30-0000779e2340	3539
505	3539
505162968	3527
5088	3542
50th	3545
51	3527|3528|3532|3533|3535|3539|3542|3543|3545
512	3533|3539
515	3528
516	3539
517	3539
518	3545
51829	3527
519940637	3540
52	3527|3528|3532|3533|3535|3539|3542|3545
52-AC	3532
52-ACB	3532
52-ACB-d	3532
52-ACB-daa	3532
52-ACB-e	3532
52-ACB-g	3532
52-ACB-h	3532
52-ACB-hc	3532
52-ACB-he	3532
52-ACB-i	3532
520	3545
522	3539
523	3539
5253	3528
526	3536
53	3527|3528|3532|3535|3539|3540|3542|3543|3545
530	3545
530319	3539
5307	3532
533	3536
