'	3810|3814|3818|3821|3824|3825
1860s	3814|3820
1861	3814
18610	3825
1862	3813|3814
1863	3814
1865	3814
1866	3814
1867	3814
1869	3814
187	3817|3823
1870	3814
1870s	3820
1872	3814
1873	3814
1874	3814
1875	3814
1876	3814
1877	3813|3814
1878	3814
1879	3814|3820
188-acre	3820
1880	3813
1883	3813|3814|3820
1883-01-23	3814
1884	3813|3814
1885	3814
1886	3813
1888	3813
1890	3813|3820
1890s	3813
1891	3814
1892	3813
1893	3813|3814
1894	3813
1895	3813|3817
1896	3813|3819
1897	3813
1898	3813|3817
1899	3813|3817
18S	3823
18th	3817|3823
19	3808|3809|3810|3811|3813|3814|3815|3817|3818|3819|3821|3823|3825
190	3823
1900	3813
1901	3813|3824
1902	3813
1903	3813
1904	3813
1905	3813|3817|3821
1906	3813
1907	3813
1908	3813
1909	3813
1910	3813
1911	3813
1912	3813|3817
1913	3813
1914	3813
1915	3813
1916	3813
1917	3813
1918	3813
1918-02-06	3813
1919	3813
1923	3819
1924	3823
1925	3819
1925-01-13	3819
1925-2000	3819
1928	3821
1930	3814
1931	3813|3814
19323	3808
1934	3817
1936	3819|3820
1939997	3823
194	3810
1940	3819|3820|3821
1941	3821
1942	3819|3822
1943	3819
1945	3813|3819
1947	3819
1947-present	3808
1948	3819
1949	3819
195	3817|3822
1950	3819|3821
1950s	3819
1951	3819
1952	3817|3819|3823|3825
1953	3812|3819
1954	3819|3821
1955	3819
1956	3817|3819
1957	3819
1958	3819
1959	3819
1960	3817|3819|3821
1960s	3816|3819
1961	3817|3819|3821
1962	3819
1963	3814|3819
1964	3811|3817|3819
1964-06-09	3811
1965	3819
1966	3817|3818|3819
1967	3819|3823
1968	3817|3818|3819|3823
1969	3818|3819|3820|3823
1969-10-03	3818
197	3812|3822
1970	3817|3819
1970s	3812|3816|3817
1971	3812|3819|3823
197123672	3816
1972	3812|3817|3819|3821
1972-09-27	3821
1973	3812|3819|3823
1974	3817|3819|3823
1975	3819|3821|3823
1976	3812|3819|3823
1977	3817|3823
1978	3812|3816|3817|3819|3823
1978-04-12	3816
1978-4-12	3816
1979	3812|3819|3823
198	3822
1980	3807|3812|3817|3821|3823|3826
1980s	3810|3812|3815|3816|3817|3818
1980s-early	3810
1981	3811|3812|3813|3819|3821|3823|3826
1982	3812|3819|3821|3823|3824
1983	3812|3813|3814|3818|3819|3821
1984	3812|3819|3820|3821|3823
1985	3810|3812|3819|3821|3823
1986	3809|3810|3813|3818|3821|3823
1986-07-06	3810
1986-1988	3815
1987	3810|3812|3815|3818|3819|3821
1987-1991	3815
1988	3810|3812|3814|3815|3817|3819|3821
1988-1991	3815
1989	3810|3811|3812|3815|3821|3824
1989-10-15	3810
199	3822|3823
1990	3810|3811|3812|3813|3815|3819|3821|3823|3824
1990-michael-angel-gwen-stefani-designed-amfar-dress	3818
1990s	3809|3810|3811|3812|3815|3816|3817|3818
1991	3807|3810|3811|3812|3815|3817|3818|3819|3821|3823
1991-2	3812
1992	3810|3812|3815|3817|3818|3821|3823
1993	3810|3812|3819|3821|3823|3824
1993's	3810
1994	3810|3812|3813|3818|3821
1995	3812|3814|3815|3816|3818|3821|3822|3823
1995-6	3812
1996	3807|3810|3812|3818|3819|3821|3823
1996-2010	3821
1996-7	3812
1997	3810|3812|3817|3818|3819|3820|3821|3823|3826
1997-07-05	3818
1997-1999	3817
1998	3810|3812|3814|3817|3818|3819|3821|3823
19980605	3821
1999	3810|3812|3813|3815|3816|3817|3819|3821|3823|3825
1999-04-28	3825
1999-11-03	3810
1999-2000	3815
19991222-0-n	3825
19th	3811|3817|3820|3823
19th-century	3814
1JW	3820
1st	3810|3821
2	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
2'	3818|3821
2-84450-192-3	3817
20	3808|3810|3811|3813|3814|3817|3818|3820|3821|3822|3823|3825|3826
200	3810|3814|3815|3817|3818|3821|3822|3823|3824
2000	3810|3815|3816|3817|3818|3819|3821|3823|3824|3825
2000's	3821
2000-10-18	3819
2000-12-16	3821
2000s	3809|3816
2001	3810|3813|3816|3817|3818|3819|3821|3823|3825
20015170	3818
2002	3808|3810|3812|3813|3815|3816|3817|3818|3820|3821|3823|3825
2003	3807|3808|3809|3813|3816|3817|3818|3819|3821|3822|3823|3825
20034601	3818
2004	3809|3810|3812|3813|3814|3815|3816|3817|3818|3821|3823|3824
2004-04-26-beckinsale_x	3818
2004-05-04-no-doubt_x	3818
2005	3807|3808|3810|3814|3815|3816|3817|3818|3821|3823|3825
2005-05-16-stefani_x	3818
2005-08-25	3816
2005010303341300	3808
2006	3808|3810|3811|3812|3813|3815|3816|3817|3818|3821|3822|3823|3825
2006-08-21	3821
2006-09-05-stefani-dolls_x	3818
2006-11-09T134551Z_01_N09209764_RTRUKOC_0_US-ARTS-AUCTION	3813
2006-11-18	3810
20060614111431	3818
20061002	3816
20061201	3818
2007	3807|3808|3809|3810|3811|3813|3814|3816|3817|3818|3821|3822|3823
2007-01-28	3808
2007-02-03	3808
2007-02-05	3817
2007-02-23	3810
2007-04-27	3817
2007-07-19	3810
2007-08-07	3810
2007-08-23	3810
2007-09-17	3821
2007-11-03	3808
2007-12-04	3810
2007-12-06	3821
2007-12-14	3810
2007-12-15	3810
2007012803480200	3808
2007020317621100	3808
20070222	3810
20070420025743	3818
20071204231657	3810
20071218205805	3823
2008	3808|3809|3810|3811|3813|3816|3817|3818|3820|3821|3823|3824|3825
2008'	3811
2008-03-04	3823
2008-03-06	3823
2008-03-26	3810
2008-03-27	3810
2008-05-25	3821
2008-07-11	3816
2008-08-22	3816
2008-10-14	3816
2008-10-24	3817
2008-10-28	3817
2008-11-18	3821
2008-11-19	3810
2008-11-20	3810
2008-12-12	3810
2008-12-13	3810
2008-12-15	3817
2008-12-16	3810
2008-present	3815
20080120225434	3818
20080326	3810
20080327	3810
20080526001334	3823
200810415127112	3810
20081216	3810
2009	3807|3808|3810|3811|3813|3815|3816|3817|3818|3819|3821|3822|3823|3825
2009-01-22	3810
2009-05-14	3817
2009-10-18	3817
2009-11-27	3821
20090104230357	3818
20090430104038	3818
20090501150654	3818
20090511000618	3818
20090625223818	3818
20090625231241	3818
201	3822|3823
2010	3808|3810|3811|3813|3815|3816|3817|3818|3820|3821|3822|3823|3824|3825
2010-01-07	3817
2010-02-17	3817
2010-02-28	3813
2010-05-02	3817
2010-05-04	3821
2010-08-02	3821
2010-09-01	3810
2010-09-05	3810
2010-10-11	3821
2010-10-14	3810
2010-11-05	3821
2010-11-11	3810
2010-11-15	3821
2010-11-24	3821
2010-11-28	3821
2010-11-29	3821
2010-12-04	3821
20100905091628	3810
2010s	3816
2011	3808|3810|3811|3813|3815|3816|3817|3818|3821|3822|3824|3825|3826
2011-01-09	3821
2011-02-11	3821
2011-02-23	3821
2011-02-24	3821
2011-02-28	3821
2011-03-17	3821
2011-03-26	3821
2011-04	3821
2011-04-04	3821
2011-04-07	3821
2011-04-09	3821
2011-04-22	3821
2011-04-24	3821
2011-04-26	3810
2011-04-27	3821
2011-04-28	3813|3821
2011-05-07	3821
2011-05-08	3821
2011-05-16	3821
2011-06-13	3810
2011-07-05	3817
2011-10-01	3810
2011-10-06	3810
2011-11-03	3813
2011-11-08	3810
2011-12-08	3810
2011-12-31	3821
2011-present	3821
2012	3807|3808|3810|3811|3813|3814|3816|3817|3818|3819|3820|3821|3823|3824|3825|3826
2012'	3811
2012-01-08	3810
2012-01-16	3808
2012-02-16	3817
2012-03-04	3817
2012-03-10	3810
2012-03-14	3810
2012-04-11	3810
2012-04-18	3817
2012-05-21	3810
2012-06-04	3811
2012-06-06	3813
2012-06-21	3821
2012-06-23	3810
2012-06-25	3810
2012-06-29	3821
2012-07-14	3813
2012-07-18	3817
2012-10-13	3813
2012-11-19	3813
2012-12-26	3811
2012-25-4	3817
2013	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3824|3825
2014	3821
20174534	3818
202	3817|3822
2020	3821
2025	3819|3821
203	3822|3823
205	3822
207	3814
20Tomatoes	3821
20daughter	3818
20is	3818
20massacre	3808
20my	3818
20not	3818
20society	3808
20stefani	3818
20stepmother_1004425	3818
20th	3810|3815
20th-century	3821
21	3808|3810|3811|3813|3814|3815|3817|3818|3821|3823|3825
212-227	3814
213	3817
214	3817
215	3814|3817
218	3817
219	3817
21st	3821
21st-century	3821
22	3808|3810|3813|3814|3815|3817|3818|3820|3821|3823|3825
220	3818
223	3817
225	3817
225th	3817
226	3817
2279	3823
22852843	3821
22gwyneth	3821
22nd	3820
23	3808|3810|3812|3813|3814|3815|3817|3818|3819|3820|3821|3823|3825
230	3813|3817|3823
2307	3822|3823
232	3817
232545	3808
234	3817
235	3817|3823
238	3811
239	3817
239085	3818
2398	3821
24	3808|3810|3813|3814|3815|3816|3817|3818|3819|3821|3822|3823|3824|3825
241	3814
241-243	3814
242	3814
245	3817
25	3808|3810|3813|3815|3816|3817|3818|3821|3823|3825|3826
25-pound	3821
250	3814|3817|3820
251	3823
252	3814
253	3817
254	3824
2550110403	3823
258	3818
2583	3811
259104	3821
25924	3825
25th	3810
26	3808|3810|3811|3813|3814|3817|3818|3819|3821|3823|3825
264	3823
264745	3808
265	3823
267	3823
269	3823
2690	3810
27	3808|3809|3810|3813|3814|3815|3817|3818|3821|3822|3823|3825
271182-11	3813
272	3823
273	3823
274	3823
2744	3823
275	3817
276	3823
276102	3818
278	3823
279	3823
27_Roses	3810
28	3808|3809|3810|3813|3816|3817|3818|3821|3823|3825
28-month-long	3810
281	3817
285322	3818
286069	3821
28AZ	3821
28S	3823
29	3808|3810|3813|3817|3818|3821|3823|3825
2902805	3821
293	3823
294	3823
29708-guyana-telephone-telegraph-chooses-comverse-for-business-transformation	3817
2C	3821
2CLP	3817
2CNGDPDPC	3817
2CPPPGDP	3817
2CPPPPC	3817
2NmZXj1MqqMC	3810
2V	3814
2nd	3820|3823|3824
3	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
3-4	3823
3-411-04074-2	3823
3-7076-0000-9	3813
3-8228-5980-X	3813
3-8331-1239-5	3823
30	3808|3810|3811|3813|3814|3816|3817|3818|3821|3822|3823|3824|3825
300	3813|3817
3000	3818
3000330	3817
3002275	3816
301	3823
305	3823
30631331_1_zakia-jafri-naroda-patiya-congress-mp-ehsan-jafri	3808
309	3814|3818
30th	3821
31	3808|3810|3813|3817|3818|3819|3821|3823|3825
310	3817
3109	3823
314	3814
31578	3816
3166	3817
316802_751308121_784519284	3823
32	3808|3810|3813|3817|3818|3821|3823|3825
320	3817
325	3823
327	3813
33	3810|3813|3815|3817|3818|3821|3822|3823|3825
33-insane-facts-about-chinese-democracy-183467	3810
331	3823
33216203	3816
336	3817
337	3810
3374790848323d90a6c099afcc851183	3816
339	3817|3823
34	3808|3810|3812|3813|3816|3817|3818|3820|3821|3823|3825
340325	3808
341	3814
343	3814
344	3810
346	3817|3823
3460505	3825
34st	3818
34th	3818
35	3808|3810|3813|3817|3818|3821|3822|3823|3825
351	3823
36	3808|3810|3813|3814|3817|3818|3820|3821|3823|3825
360	3824
361	3823
367	3817
37	3810|3813|3817|3818|3820|3821|3823|3825
370	3814|3817
37105993	3819
3753381	3823
3761172	3823
3761920	3822
378111	3823
379	3818|3821
38	3810|3813|3817|3818|3820|3821|3823|3825
385929	3818
387	3817
39	3807|3808|3810|3817|3818|3821|3823|3825
39343-wind-it-up	3818
395	3823
3BSM	3810
3D	3810|3811|3821
3F	3818
3rd	3820
3x	3815
4	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
40	3810|3813|3814|3815|3817|3818|3820|3821|3823|3825
40-46	3816
400	3817
41	3810|3815|3817|3818|3821|3823|3825
41-year-old	3819
418	3817
41839207	3814
42	3810|3818|3821|3822|3823|3825|3826
42171	3823
424109	3821
425	3814
4262875	3818
427	3823
428	3817
429106	3808
43	3810|3814|3817|3818|3820|3821|3823|3825
4315365	3808
4355982	3823
44	3810|3817|3818|3821|3823|3825
4431367	3810
4456959	3808
448	3817
4480349	3823
45	3810|3817|3818|3821|3823|3825
450	3813|3814|3817
46	3810|3817|3818|3821|3823|3825
465	3817
46671	3817
47	3810|3811|3815|3817|3818|3821|3823|3825|3826
473232	3823
48	3808|3810|3811|3814|3817|3818|3821|3823|3824|3825
480	3817
48519	3818
488	3814
48th	3818
49	3810|3817|3818|3820|3821|3823|3825
4BdP26ptKcUC	3813
4to	3814
5	3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
50	3810|3811|3813|3814|3815|3818|3820|3821|3822|3823|3825|3826
500	3810|3813|3814|3821|3825
502	3808|3817
503821469	3823
5061	3823
51	3810|3814|3817|3818|3821|3823|3825
51089880	3817
511502	3822
517bf45b-8daa-4051-9847-af7c00405f4a	3821
519	3818
51st_show	3821
52	3808|3810|3813|3817|3818|3821|3823|3825
521	3814
521751527	3826
5244383	3823
5262010	3823
5293944	3818
53	3810|3815|3817|3818|3821|3823|3825
532711138	3807
532771259	3819
533008659	3815
534192288	3811
534485730	3825
534487055	3812
534575104	3816
536970103	3808
537096743	3809
5371372	3808
537296161	3820
537302328	3814
537403736	3822
537632362	3810
537863050	3821
538017284	3824
538042132	3813
538136937	3818
538144748	3817
5388228	3821
54	3810|3818|3821|3823|3825
540558	3822
55	3810|3813|3818|3821|3823|3825
55296	3810
555	3810
557	3823
558239	3823
56	3810|3817|3818|3821|3823|3825
57	3810|3817|3818|3821|3822|3823|3825
573857	3823
576	3810
5783821	3818
58	3810|3817|3818|3820|3821|3823
585	3821
5854711	3808
59	3810|3818|3821|3823
591	3814|3817
592	3817
5939214	3810
5939747	3818
595	3817
597	3817
5th	3823
5xMmdXVRs	3821
6	3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825
6-0-6	3825
6-yrs-after-Guj-massacre-a-heartbreaking-story-of-mother-son	3808
60	3810|3814|3818|3821|3822|3823|3824|3826
60-seat	3820
600	3817
602	3823|3825
606	3825
609318	3818
61	3808|3810|3818|3821|3823
611	3817
6135028	3808
6135028Coordinates	3808
619192	3808
61945-3	3808
62	3808|3810|3815|3817|3818|3821|3823
621	3810|3817
62715	3810
628	3817
628017	3823
63	3810|3814|3818|3821|3823
64	3810|3817|3818|3821|3823
64110	3810
6420582	3823
6428190	3823
644	3823
646	3824
649	3823
65	3810|3818|3821|3823
650259	3817
66	3810|3818|3821|3823|3826
669	3817
67	3810|3817|3818|3821|3823
68	3808|3810|3818|3820|3821|3823|3824
68th	3821
69	3808|3810|3813|3818|3821|3823
690	3817
6944556	3823
69448	3823
695	3817
699	3817
7	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
70	3808|3810|3814|3815|3817|3818|3819|3821|3822|3823|3826
700	3817
7026273	3821
706	3817
7099057	3823
70s	3808
71	3810|3813|3818|3821|3823
71st	3821
72	3808|3810|3818|3821|3823|3824
724	3817
73	3810|3818|3821|3823
7399081	3813
74	3810|3818|3821|3823
7445522	3823
75	3810|3817|3818|3819|3820|3821|3823
750	3817
751	3817
752	3817
755	3817
7561	3818
76	3810|3818|3820|3821|3823
767	3817
77	3810|3818|3821|3823
770	3817
78	3810|3818|3821
782	3817
783	3817
788	3817
79	3810|3818|3821|3823
8	3808|3809|3810|3811|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825
80	3810|3814|3817|3818|3821|3826
800	3817
801	3823
806	3817
806050301	3821
81	3808|3810|3818|3821
810	3817
8146866	3823
815813	3823
82	3810|3818|3820|3821|3823
8243991	3825
8268	3820
83	3810|3812|3817|3818|3821
8301-31749_162-20031723-10391698	3821
831435	3818
83rd	3821
84	3810|3813|3818|3821|3823
84-458-1418-4	3823
841582	3823
843	3817
84965-3	3808
84th	3817|3821
85	3808|3810|3818|3821|3823
859	3817
86	3810|3818|3820|3821
867	3817
87	3810|3818|3820|3821|3823
88	3810|3813|3818|3821|3824
881	3823
883	3823
89	3810|3818|3821|3823
8vo	3814
9	3808|3810|3811|3813|3814|3816|3817|3818|3820|3821|3822|3823|3824|3825
90	3810|3817|3818|3823
90's	3812
90024-X	3823
90035-X	3823
90042-8	3823
90337-I	3823
9096245	3810
91	3810|3813|3818
910	3818
9171	3810
918	3817
92	3810|3818
92-acre	3820
93	3818|3823
938	3823
94	3810|3817|3818|3823|3826
940	3817
946	3810
95	3810|3818|3820|3821|3822
952	3817
955264	3823
9567575	3823
96	3810|3818|3823|3825
969	3817
97	3818
970	3817
97069	3823
9707050025_1_gwen-stefani-tragic-kingdom-doubt	3818
978-0-06-135142-6	3810
978-0-06-191711-0	3810
978-0-300-12661-7	3820
978-0-312-07634-4	3810
978-0-312-37767-0	3810
978-0-313-34800-6	3810
978-0-316-46695-0	3810
978-0-333-14482-4	3817
978-0-7091-2972-1	3817
978-0-8109-3524-2	3813
978-0-8225-7157-5	3818
978-0-9793418-7-8	3810
978-1-4092-0530-2	3813
978-1-4516-0663-8	3810
978-1-56282-951-3	3810
978-1-59240-377-6	3810
978-1-84240-314-3	3810
978-1-84353-415-0	3810
978-1-85973-818-4	3821
978-1-892329-00-4	3817
978-1-896522-47-0	3810
978-3-7913-3764-7	3813
978-3-7913-4232-0	3813
9780300107371	3814
9780709129721	3817
9781892329004	3817
98	3818|3821|3823|3824
980DE6DE1131F931A15750C0A96F958260	3821
981	3816
99	3807|3813|3814|3818
991	3818
991385929	3818
999	3817
99s-sovereignty-over-the-corentyne-river	3817
9B05E4D9103AF932A25751C1A96E958260	3821
9D02EED61439F936A15752C0A96F958260	3821
A	3808|3810|3812|3813|3814|3815|3816|3817|3818|3820|3821|3822|3823|3824|3825|3826
A-HA	3816
A-Ha	3816
A-ha	3816
A-level	3817
A-venezuela	3817
A05061-05065	3823
A1103329	3825
A13264670	3825
A14263076	3825
A15846438	3825
A308206	3825
A50870199	3825
A51277773	3825
A632431	3825
A634781	3825
A642296	3825
A647859	3825
A660340	3825
A724565	3825
A724574	3825
A7947147	3825
A86945827	3825
A933897	3825
A957602	3825
AA	3821
ABC	3818|3821
AC	3810|3821
ACCP	3817
ACE	3825
ACEs	3825
ACR	3814
ADHD	3818
ADSB	3821
AFD1	3810
AH	3823
AID	3821
AIDS	3810
AKA	3812
ALSO	3812
AM	3817|3823
AN	3822
AND	3817
AOL	3810|3818
AP	3810
AR	3822
ARIA	3818|3821
ARTICLE	3817
AS	3812
ASCAP	3818
ASCII	3824
ASLS	3824
AUS	3821
AUT	3811
AV	3823|3825
AZ-08	3821
Aa	3824
Aaj	3808
Aaron	3815
Ab	3824
Abbott's	3819
Abby	3821
About	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
Above	3812|3820
Abrams	3813|3817
Abridged	3823
Absence	3810
Absent	3812
Ac	3817|3824
Academy	3816|3818|3819|3821|3823
Access	3821
According	3810|3813|3816|3817|3818|3821
Accreditations	3818|3821
Aces	3825
Aces-What	3825
Achtung	3823
Acid	3811
Ackermann	3814
Ackyroyd	3814
Acoustic	3807|3816
Across	3819
Act	3820
Acting	3818
Action	3821|3825|3826
Actions	3807|3808|3809|3810|3811|3812|3813|3814|3815|3816|3817|3818|3819|3820|3821|3822|3823|3824|3825|3826
Active	3810|3825|3826
Actor	3819|3821
Actors	3818|3819|3821
Actress	3808|3819|3821
Actresses	3821
Acts	3821
Acute	3823
Adam	3813|3816|3825
Adams	3819|3821|3825
Adams'	3825
Adams's	3825
Adamski	3811
Added	3817
Addiction	3810
Addition	3825
Additional	3808|3816
Additionally	3814|3823
Address	3820
Addy	3821
Adelaide	3820
Adele	3813|3821
Adele's	3813|3821
Adler	3810|3818
Adler's	3810
Administration	3823
Administrative	3817
Admiral	3812
Adolphe	3814
Adrian	3818
Adrienne	3818
Adrift	3814
Ads	3821
Adult	3819|3821
Adventure	3817|3821
Advocate	3821
Aerian	3825
Aerosmith	3810
Aerosmith's	3810
Affairs	3817
Affleck	3821
Afghanistan	3817|3825
Africa	3809|3817
African	3809|3817
African-American	3809
Afrika	3809
Afrikaans	3817|3821|3824
Afrique	3814
Afro-Guyanese	3817
Afro-centric	3817
Aftab	3808
After	3810|3811|3812|3813|3815|3818|3819|3821|3825
Aftermath	3808|3813
Again	3810|3812|3816|3821
Against	3808|3821
Agard	3817
Agaricales	3822
Agaricomycetes	3822
Agatha	3813
Age	3812|3819
Agency	3817
Agents	3823
Ages	3813
Aghdashloo	3821
Agricultural	3817|3823
Agriculture	3817|3823
Ahmedabad	3808
Ain	3814
Ain't	3810
Air	3817
Aires	3810
Airplay	3810|3818
Airport	3817|3818
Aitch	3824
Akawaio	3817
Akawaios	3817
Akon	3818
Akrotiri	3817
Al	3816
Al-Sherif	3817
Alabaster	3825
Alam	3808
Alan	3807|3810
Alania	3817
Albania	3817
Alberghetti	3819
Albert	3821
Albion	3820
Album	3810|3815|3818|3821
Albums	3810|3811|3815|3818
Alcan	3817
Alchemical	3807
