'	2962|2966|2969|2970|2971|2976
1588	2979
1589	2963
159	2962|2963|2964|2975|2979
1595	2979
1596	2979
1597	2979
1597718	2970
1599	2979
15th	2966|2971|2973
16	2960|2962|2963|2964|2965|2966|2968|2969|2970|2971|2972|2974|2975|2978|2979
160	2962|2964|2975|2979
1600	2979
1603	2962|2979
1604	2979
1605	2979
1606	2979
1607	2979
1608	2979
161	2962|2963|2964|2975
1611	2979
1611872	2970
1613	2979
1614	2979
162	2962|2964|2975|2979
1626356	2970
163	2962|2963|2964|2966|2975
1630	2964
1633	2979
164	2962|2963|2964|2975|2979
1640	2964
16422843	2978
165	2962|2964|2975|2979
1650	2971|2975
16585	2979
166	2962|2964|2975
167	2962|2964|2975
1671	2963
1672	2963
168	2962|2964|2975
1687	2971
169	2962|2964|2975
16eva-e	2962
16th	2973|2979
16th-century	2979
17	2962|2963|2964|2966|2968|2969|2970|2971|2972|2975|2978|2979
17-26	2973
17-Mar-2009	2962
170	2962|2963|2964|2975
1700	2971
1707-5203	2962
1709	2964
171	2962|2963|2964|2975|2979
1713-11760	2962
172	2962|2964|2975|2979
173	2962|2964|2975|2979
1731	2971
174	2962|2964|2975|2979
174228	2962
1743-6109	2978
175	2962|2963|2964|2975
1750	2979
1754	2962
176	2962|2964|2975
177	2962|2963|2964|2975
1773	2973
17747979	2963
1776-1976	2977
17787819	2963
17792714	2963
178	2962|2964|2971|2975|2978|2979
1780	2973
1782	2964
1784	2971
1785	2962
1788	2973
179	2962|2964|2975|2977
1792	2977
1793	2977
1794	2977
1795	2962|2977
17950985	2978
1796	2977
1796-1797	2977
1796-1807	2977
1798	2971|2975
17a	2962
17th	2973|2979
17th-	2979
17th-century	2979
18	2962|2963|2964|2966|2968|2969|2970|2971|2972|2975|2978|2979
18-month	2971
180	2962|2963|2975
180-181	2968
1800-1805	2977
1804	2977
1805	2971
1807	2977
1808	2977
180843	2971
1809	2964|2977
1809-10-31	2964
181	2962|2963|2964|2975|2978
1812	2964
1814	2977
1815	2977
1816	2977
1817	2964
1818	2964
182	2962|2975
1820	2971
1821	2964
1823	2964
1824	2964|2971
1825	2964
1827	2964
1828	2964
1829	2964|2977
183	2962|2963|2975|2979
183-215	2973
1832	2964
1833	2964|2971
1834	2971
1835	2964|2977
1836	2964|2977
1837	2964|2977
1838	2964
1839	2964|2977
184	2962|2975|2979
1840	2964
1840s	2964
1841	2964|2971
1842	2964
1843	2964
1843835339	2964
1844	2964
1845	2964
1846	2964
1847	2964
1848	2964|2971
1849	2964|2977
185	2962|2963|2978
1850	2964|2977
1850s	2973
1851	2964|2977
1852	2964
1853	2964
1854	2964|2971|2977
1855	2964
1856	2964|2977
1857	2977
1858	2960|2964|2977
1859	2960|2964|2977
186	2962|2969|2975
1860	2964
1861	2964
1863	2962|2964|2971
1864	2964|2977
1865	2964
1866	2964|2971|2977
1867	2962|2964
1868	2964
1869	2963|2964|2971
187	2962
1870	2964
1871	2962|2963|2964
1873	2964|2977
1874	2963|2964
1875	2962|2964|2971|2977
1876	2964
1877	2964
1877-05-08	2964
1878	2977
1879	2962|2971
188	2962|2975
1880	2964
1882	2964|2971
1882-2006	2971
1883	2963|2977
1885	2962|2964|2977
1886	2962|2971
1889	2977
189	2962
1890	2963
1890s	2979
1891	2962|2963|2977
1892	2962|2963|2977
1893	2961|2963|2977
1894	2963
1895	2963
1896	2963
1897	2962|2963|2964|2971|2979
1898	2961
1899	2960|2979
18O	2963
18th	2970|2973|2979
18th-century	2979
19	2962|2963|2964|2966|2967|2968|2969|2970|2971|2972|2975|2978|2979
190	2962|2971
1900	2961|2962|2963|2964
1900s	2962
1901	2960|2962|2963
19016689	2978
1902	2962|2963
1903	2960|2962
1904	2962|2963|2977
1905	2962|2963|2964
1906	2962|2971|2973
1907	2962|2971|2975|2979
1908	2963|2979
1909	2963|2977
191	2962|2975
1910	2963
1911	2962
1912	2962|2963|2964|2971|2979
1913	2962|2963|2971|2977|2979
1914	2962|2963|2971
1915	2962|2963|2977
1916	2962|2963|2977
1917	2962|2963|2971
1917-1997	2960
1918	2960|2962
1918-11-14	2960
1919	2960|2962|2971
192	2962
1920	2962|2963|2964|2971|2979
1920s	2962|2963
1921	2962|2963|2977
1922	2962|2963|2964|2971
1923	2971
1924	2963|2971
1925	2963|2979
1926	2962|2963|2979
1927	2962|2971|2979
1929	2962|2977|2979
193	2962|2963|2977|2978|2979
1930	2962|2965|2966|2973|2977|2979
1930-	2966
1930-01-15	2966
1930-05-28	2965
1930s	2962|2971
1931	2962|2977
1932	2962
1933	2977
1934	2960|2962
1935	2971|2977
1936	2962|2964|2971
1937	2971|2979
1938	2960|2962|2971|2977|2979
1938-1995	2960
1938-his	2960
1939	2979
1939-1959	2960
194	2962|2975
1940s	2962
1941	2962|2979
1942	2960|2963|2964|2979
1942-1945	2960
1943	2962|2977|2979
1944	2960|2962
1944-2009	2960
1945	2960|2962|2971|2977
1946	2960|2962|2977
1947	2962|2971|2977
1948	2960|2962|2971|2977|2979
1949	2962
195	2962|2964|2979
1950	2962|2971|2973|2979
1950_FIBA_World_Championship_for_Men	2971
1950s	2962|2965|2971
1951	2962
1952	2960|2962|2965|2971|2979
195203	2979
1952_Olympic_Games_Tournament_for_Men	2971
1953	2962|2971
1954	2962|2965|2971|2977
1955	2962|2965|2966|2977
1955-1958	2960
1956	2962|2966|2971
19564603	2963
1957	2960|2962|2967
1957-11-19	2967
19570788	2963
1958	2962|2964|2970|2971
1959	2960|2965|2966
1959-1960	2960
1959-1982	2962
196	2962
1960	2960|2962|2971|2979
1960-1963	2960
1960s	2960|2962|2963|2971|2975|2979
1961	2960|2962|2965|2971|2975|2979
1962	2962|2965|2979
1963	2960|2962|2965|2977
1963-1964	2966
1964	2962|2963|2965|2966|2977|2979
1964-1965	2966
1965	2960|2962|2965|2966
1965-70	2977
1966	2962|2964|2965|2966|2969|2971|2979
1966-1967	2966
1966-2001	2968
1967	2962|2963|2965|2966|2971|2973|2975
1967-1968	2960|2966
1968	2962|2965|2966
1968-10-4	2966
1968-1969	2966
1969	2964|2965|2966|2975|2977
1969-1995	2960
197	2962|2971
1970	2960|2962|2963|2965|2966|2971|2977|2978
1970-10-12	2966
1970-1975	2960
1970s	2962|2963|2965|2977
1971	2962|2965|2966|2977
1971-2000	2962
1971-D	2977
1971-S	2977
1972	2962|2965|2966|2971|2977
1972-04-08	2966
1972-1974	2965
1972-D	2977
1972-S	2977
19720408	2966
1973	2962|2963|2966|2971|2975|2977|2979
1973-D	2977
1973-S	2977
1974	2960|2962|2965|2966|2975|2977
1974-1980	2965
1974-D	2977
1974-S	2977
1975	2960|2962|2963|2966|2967|2977|2978|2979
1975-present	2966
1976	2962|2966|2971|2977|2979
1976-D	2977
1976-S	2977
1977	2960|2962|2971|2977
1977-1989	2960
1977-D	2977
1977-S	2977
1978	2960|2962|2965|2966|2971|2973|2975|2977
1978-D	2977
1978-S	2977
1979	2962|2963|2965|2967|2971|2973|2977
1979-1995	2960
198	2962
1980	2960|2962|2965|2966|2967|2971|2979
1980-12-09	2978
1980-1989	2965
1980s	2961|2962|2963|2968|2969|2976|2979
1981	2962|2965|2966|2967|2968|2971|2977|2979
1982	2960|2962|2963|2965|2967|2971|2977|2979
1982-07-18	2979
1983	2962|2963|2965|2967
1983's	2967
1984	2962|2963|2965|2967|2971|2975|2979
1984's	2967
198487	2978
1985	2962|2965|2967|2973|2978|2979
1986	2962|2963|2965|2967|2971|2975|2977|2979
1987	2962|2963|2965|2967|2979
1988	2965|2967|2971|2975|2978
1989	2960|2962|2963|2965|2967|2971|2978
1989-2005	2965
199	2962|2978|2979
1990	2960|2962|2963|2969|2971|2975|2977|2978|2979
1990s	2962|2968|2979
1991	2962|2963|2966|2967|2969|2971|2975|2979
1991's	2967
1991-92	2966
1992	2962|2965|2966|2969|2971|2975|2979
1993	2960|2962|2965|2966|2975
1994	2962|2963|2965|2966|2971|2975|2979
1995	2962|2963|2965|2971|2979
1995-06-09	2979
1996	2962|2963|2965|2967|2969|2971|2975
1997	2960|2962|2963|2966|2967|2968|2969|2971|2975|2977|2978|2979
1998	2962|2963|2964|2967|2971|2975|2978|2979
1999	2962|2963|2969|2971|2975|2977|2979
19th	2962|2963|2970|2971|2973|2975
19th-century	2964|2971
1NbCRckI3EoC	2971
1P2-1827701	2979
1The	2971
1b9e9fa4-046c-493f-8645-1d14d7df140d	2962
1st	2963|2971|2973|2975
2	2960|2961|2962|2963|2964|2965|2966|2967|2968|2969|2970|2971|2972|2973|2974|2975|2976|2977|2978|2979
2'	2969
2-07-037295-2	2979
2-252-02567-0	2979
2-billion	2962
20	2962|2963|2964|2965|2966|2968|2969|2970|2971|2972|2975|2977|2978|2979
20-	2962
20-Year	2965
200	2962|2972|2979
2000	2962|2963|2966|2968|2971|2973|2975|2977|2979
2000-watt	2968
2000s	2962
2001	2962|2963|2967|2968|2969|2971|2975|2979
2002	2960|2962|2963|2965|2967|2971|2975|2978|2979
2002-11-23	2979
2002abstracts	2963
2003	2962|2963|2967|2969|2971|2973|2975|2978|2979
2003-04-12	2979
2003-07-01	2971
2003-07-16	2978
2003-10-03	2979
2003-12-04	2979
20030701015847	2971
20031006052526	2962
2003NC	2963
2003_media_releases	2978
2004	2962|2963|2964|2966|2967|2969|2971|2975|2977|2978|2979
2004-01-24	2979
2004-02-08	2979
2004-02-09	2979
2004-02-10	2979
20041217011451	2971
2005	2961|2962|2963|2965|2968|2969|2971|2974|2975|2978|2979
2005-03-06	2979
2005-03-10	2971
2005-03-20	2979
2005-09-12	2971
2005-09-15	2971
2005-12-24	2971
20050310152506	2971
20050321055911	2971
20050915045155	2971
20051127194214	2979
20051224115656retnuhategdirb0	2971
2005publications	2968
2005worldmastersgames	2962
2006	2960|2962|2963|2964|2965|2967|2968|2969|2971|2972|2975|2977|2979
2006-05-09	2979
2006-06-22	2968
2006-08-24	2979
2006-10-14	2979
2006-10-17	2979
2006-10-25	2979
2006-10-26	2979
2006-11-22	2971
2006-11-24	2979
2006-12-04	2971|2979
2006-12-07	2979
2006-12-17	2979
2006-12-18	2979
20060512171125	2962
20060621074024	2979
20060820192346	2971
20061015224038	2962
2006_DEMOGRAPHIC_Lee_Ridge	2962
2007	2961|2962|2963|2967|2968|2969|2971|2975|2977|2978|2979
2007-01-15	2971
2007-07-03	2963
2007-07-14	2962
2007-11-23	2968
2007-12-03	2963
2007-12-24	2968
20070605125003	2962
20070831_vienna_closing_press_release	2968
20071012115712	2962
20071017112326	2962
20071027153520	2962
20071029101548	2962
20071124223643	2971
20071230012918	2971
2008	2960|2962|2963|2967|2968|2969|2970|2971|2972|2978
2008-01-12	2978
2008-05-05	2968
2008-07-25	2963
2008-08-10	2963
2008-08-15	2971
2008-09-04	2971
2008-09-30	2971
2008-10-20	2970
2008-10-23	2970
2008-11-09	2970
2008-11-11	2970
2008-11-12	2970
2008-11-17	2970
2008-11-22	2970
2008-12-04	2963
2008-12-07	2963
2008-12-08	2970
2008-12-10	2970
2008-12-11	2963
2008-12-17	2970
2008-2009	2960
20080112144449	2978
20080212095448	2962
20080215133731	2971
20080505041521	2968
20080822034836	2962
20080913013502	2971
20081007031135	2962
2008_127	2962
2008_2	2963
2008_tesla_roadster_car_news	2968
2009	2960|2961|2962|2963|2964|2965|2967|2968|2969|2970|2971|2972|2976|2978
2009-03	2962
2009-03-04	2978
2009-03-08	2963
2009-03-10	2970
2009-03-15	2979
2009-04-03	2970
2009-04-04	2970
2009-05-11	2978
2009-05-18	2970
2009-05-19	2970
2009-05-20	2970
2009-05-21	2970
2009-05-26	2970
2009-06-02	2970
2009-06-08	2970
2009-06-10	2970
2009-06-15	2970
2009-06-18	2970
2009-06-20	2970
2009-06-29	2970
2009-07-05	2970
2009-07-13	2970
2009-07-22	2970
2009-07-25	2970
2009-07-30	2970
2009-08-09	2970
2009-08-17	2970
2009-08-28	2979
2009-09-05	2970
2009-09-06	2970
2009-09-14	2970
2009-09-22	2970
2009-10	2970
2009-10-20	2971
2009-10-21	2971
2009-11-09	2970
2009-11-11	2970
2009-11-16	2970
2009-11-20	2970
2009-11-30	2970
2009-12-13	2963
2009-12-31	2970
2009-2010	2970
20090315010458	2979
20090520	2970
20090528102057	2979
20090530	2970
20090608	2970
20090629	2970
20091021003619	2971
20091116	2970
2009_3	2963
201	2962|2964
2010	2961|2962|2964|2965|2968|2969|2970|2971|2972|2974|2977|2978
2010-01-31	2970
2010-02-16	2971
2010-04-17	2970
2010-04-24	2970
2010-05-13	2970
2010-06-05	2970
2010-07-13	2970
2010-07-16	2968
2010-08-07	2963
2010-08-26	2970
2010-11-06	2970
2010-11-10	2971
2010-12-0	2970
2010-12-08	2970
2010-12-09	2970
20100208035731	2962
20100417	2970
20100831021817	2962
20100905174004	2962
20101115	2962
2011	2962|2963|2964|2966|2967|2969|2970|2971|2972|2975|2978|2979
2011-01-07	2970
2011-01-15	2970
2011-02-11	2971
2011-03-05	2971
2011-08-20	2979
2011-08-2011	2979
2011-10-01	2968
2011-10-26	2970
2011-11-28	2971
2011-12-03	2969
2011-12-19	2970
2011-92146-835-00	2962
20111128175708	2971
2011_pop	2962
2012	2961|2962|2963|2964|2965|2966|2967|2968|2969|2970|2971|2972|2973|2974|2975|2976|2978
2012-01-13	2970
2012-01-22	2966
2012-01-31	2970
2012-03-19	2970
2012-03-22	2970
2012-04-08	2965
2012-06-05	2971
2012-06-17-23-11-03	2971
2012-06-23	2970
2012-11-22-11-27-48	2971
2012-11-24	2962
2012-11-28	2971
20120-04-09	2962
20120605005203	2971
2013	2960|2962|2963|2964|2968|2969|2970|2971|2972|2973|2974|2975|2977|2978|2979
2013-01-15	2971
2013-02-08	2971
2014	2962
2015	2977
2016	2962
201706	2964
2018	2962
202	2962|2964|2971
2020	2968
2025	2973
203	2962|2979
204	2962
2040	2971
2046468	2966
2048	2962
205	2962|2975|2978|2979
2050	2968
2055	2975
206	2962|2963
207	2962|2964
208	2962|2979
209	2962|2964
20CFL	2968
20Cities	2962
20Development	2971
20Egypt	2971
20Facts	2971
20Figures	2971
20Historical	2962
20Migration	2971
20Population	2962
20Sheets	2968
20Systems	2962
20Technology	2962
20Tornado	2968
20and	2971
20behavior	2978
20fact	2962
20female	2978
20human	2978
20in	2971
20machine	2969
20map2	2962
20of	2978
20produces	2962
20sheet	2962
20th	2962|2963|2971|2973|2979
20the	2969
20zoning	2962
21	2960|2962|2963|2964|2965|2966|2968|2969|2970|2971|2972|2975|2977|2978|2979
210	2962|2963
2101	2971
211	2962|2978
2110	2963
2119116	2971
212	2962
2125	2973
2128_uploads	2968
213	2962|2975|2979
213217	2968
214	2962|2975
2147rank	2971
215	2962
216	2962|2975|2979
2160	2973
216155	2962
217	2962|2971|2975|2979
218	2962
2181	2973|2975
2182	2963
219	2962|2971|2975
21946	2964
21st	2962|2971|2973
22	2960|2961|2962|2963|2964|2965|2966|2968|2969|2970|2971|2972|2975|2977|2978|2979
220	2962|2963|2975
2200	2971
221	2962|2963
2211	2966
222	2962
223	2962|2964|2971
224	2962|2963
22428	2963
2246	2963
225	2962|2963|2979
226	2962|2971|2975
227	2962|2964|2975
227S0125	2963
228	2962|2975|2979
2288	2963
2289	2963
229	2962|2975
2299305	2971
22nd	2973
23	2962|2963|2964|2965|2966|2968|2970|2971|2972|2975|2978|2979
230	2962|2964|2975
2307	2962|2979
231	2962|2964|2975|2979
232	2962|2975
233	2962|2975|2979
234	2962|2964|2975|2977
2340374	2978
2345	2973
235	2962|2971
2359	2978
236	2962
237	2962|2963|2964
238	2962
239	2962
23939	2962
23rd	2973
24	2962|2963|2964|2966|2968|2969|2970|2971|2972|2975|2977|2978|2979
24-hour	2962
240	2962|2964|2975|2978
241	2962
2414	2963
242	2962|2964|2975
2426	2971
243	2962|2971|2979
244	2962|2963|2971
2445	2973
245	2962|2975
246	2962
247	2962|2975
2475	2963|2973
248	2962
249	2962|2975
2494	2973
24H	2962
24_H_Edmonton_Profile_Sheet_2010_NADb	2962
24th	2973
25	2962|2963|2964|2965|2966|2968|2969|2970|2971|2972|2975|2977|2978|2979
250	2962|2975
251	2962|2971|2975|2977
252	2962|2971|2975|2979
25228	2964
253	2962|2971|2975
253311714	2962
254	2962|2963|2971
255	2962
256	2962|2975
257	2962|2963|2964|2975
258	2962|2964|2975|2977
259	2962
25th	2973
26	2962|2963|2964|2966|2968|2969|2970|2971|2975|2978|2979
260	2962
261	2962
2613	2973
262	2962|2963
2623	2973
2625	2973
263	2962
264	2962|2971
265	2977
266A	2976
266B	2976
267	2971
268	2963
2686	2973|2975
26historyID	2962
26th	2973
27	2960|2962|2963|2964|2966|2968|2970|2971|2975|2977|2978|2979
27-28	2975
270	2963|2964
2700	2971
2708679	2963
271	2963
27105	2971
274	2964
2748	2971
2750	2973
276	2963|2971
277	2962|2963
277560a0	2963
278	2962
279	2962
27th	2960|2973
28	2960|2962|2963|2964|2965|2966|2968|2970|2971|2973|2974|2975|2976|2978|2979
280	2962|2968
281	2962|2971|2975
2817188	2963
2818169	2978
282	2964|2975
283	2964
284	2963
285	2979
286	2975
287	2963
288	2964
2888	2979
289	2964
29	2962|2963|2964|2965|2966|2968|2970|2971|2975|2978|2979
2900	2973
2902	2971
291	2978
292	2964|2978
2929	2968
293	2964
2933	2971
2957330	2968
296	2971
297	2971
2978	2971
298	2975
2980	2973
2986	2962
299	2962|2971
2B1	2967
2B76	2979
2CLP	2971
2CNGDPDPC	2971
2CPPPGDP	2971
2CPPPPC	2971
2Spanish	2971
2nd	2963|2964|2971|2973
3	2960|2961|2962|2963|2964|2965|2966|2967|2968|2969|2970|2971|2972|2973|2974|2975|2976|2977|2978|2979
3-8228-3171-9	2979
3-86047-215-1	2975
3-coin	2977
3-million	2962
3-piece	2977
30	2962|2963|2964|2965|2966|2968|2970|2971|2972|2973|2975|2978|2979
300	2964|2975|2978|2979
3000	2973|2975
3002	2962
302	2962
30264	2962
3045440	2979
3048016	2979
3048356	2979
305	2962|2979
3050759	2979
306	2962|2977
307	2979
3072021	2978
308	2964|2975
309	2964
30th	2971
30th-largest	2971
31	2961|2962|2963|2964|2966|2968|2970|2971|2975|2979
310	2963|2979
3100	2975
3109	2978
312	2964|2971
3131879	2978
314	2971
31427	2962
3150	2971
316	2964
3162	2977
316522253	2979
3166	2971
317	2963
318	2962|2971|2977
319	2962|2971|2977|2979
32	2962|2963|2964|2966|2968|2970|2971|2975|2977|2979
320	2963|2975
320-324	2973
3200	2971
322	2975
323	2975
324	2962
325	2962
326	2962
327	2975
328	2963|2975
329	2978
329-a	2978
33	2962|2963|2964|2968|2970|2971|2973|2975|2977|2979
330	2962|2963|2979
331	2964|2971
332	2971
334	2964
3349	2973
335	2964
337	2975
337120	2970
3378	2973
338	2971|2975
339	2977
34	2962|2963|2964|2968|2970|2971|2975|2979
340	2975
3400	2973
341	2964
342	2975|2978
3429	2963
