'	2528|2531|2533|2534|2539|2540
004	2533
00450316	2541
007	2542
009	2542
0091-7613	2542
0093	2543
0093854886013001004	2544
0094-8373	2542
0096	2542
00990	2541
01	2528|2532|2534|2535|2536|2542
0114	2538
015	2542
0167-7373	2538
017	2541
0171	2542
019	2542
01link	2534
02	2528|2532|2533|2534
020	2542
0219boardstatement	2533
024	2542
0252068769	2539
0255	2542
026	2542
0265	2542
0272-4634	2542
02sin	2538
03	2532|2533|2534|2538
03-509	2542
030	2542
03050501-000c-4503-8203-0a030507090d	2541
030724-beyonce	2531
0334222100	2542
0347	2542
037	2542
038	2542
04	2531|2532|2534|2542|2545
04-25	2533
0400396101	2542
0401892101	2541
0401bt	2533
042492999	2542
047	2542
05	2528|2531|2534|2544|2546
0522	2542
0523	2542
0527	2542
0556	2542
06	2531|2533|2534|2537|2544
061030-dinosaur-killer	2542
06beyo	2531
07	2531|2532|2533|2534|2542|2546
08	2531|2533
08-20	2533
0811	2542
0883-1351	2542
09	2528|2531|2533|2535|2536|2542
0900906106	2542
0955	2542
0963	2542
0995	2542
0CC4Q6AEwAQ	2531
0CD0Q6AEwAQ	2541
0CDAQ6AEwAQ	2531
0CDQQ6AEwAQ	2533
0CDUQ6AEwAQ	2539
0CFIQ6AEwBjgU	2533
0CGgQ6AEwCQ	2533
1	2528|2529|2530|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2545|2546|2547
1's	2531
1-12	2546
1-180	2542
1-2	2533
1-4	2546
1-4012-0712-X	2546
1-5638-9750-4	2546
1-56389-434-3	2546
1-56389-750-4	2546
1-59420-006-8	2534
1-5968-7290-X	2546
1-5968-7343-4	2546
1-59752-042-X	2533
1-74150-055-9	2531
1-84014-008-9	2544
1-84340-402-8	2545
1-85424-441-8	2533
1-876282-10-X	2541
1-881798-68-2	2544
1-9	2538
1-904385-03-6	2544
10	2528|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2546|2547
100	2528|2531|2532|2533|2534|2541|2542|2543
100-best-albums-of-the-nineties-20110427	2532
100-tracks-of-the-decade	2531
1000	2533|2542
1007	2542
1009	2541
101	2531|2533|2541|2542
10131132	2528
1016	2538|2541|2542
1017	2538
102	2531|2533|2538|2542
10221645P	2542
1029	2542
103	2531|2533|2542
1038	2534|2538|2542
104	2531|2533|2542
1046	2541
1048	2542
105	2531|2533|2542
1053	2542
1056	2542
1056S	2542
106	2531|2533|2542
106005360	2541
1061	2542
1064706	2542
1066	2542
1066577	2533
106668203954418	2546
107	2531|2533|2538|2542
107-118	2542
1071	2541
1073	2541|2542
1075	2538
10773	2533
1077421	2531
108	2531|2533|2541|2542|2543
10815253L	2542
1086	2544
1089	2542
109	2531|2533|2542
1093	2542
1093807	2542
1094	2531
1095	2531|2542
1095A	2542
1098	2542
10th	2533
11	2528|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2546|2547
11-17	2542
110	2531|2533|2542
11028	2542
11029	2542
11040	2541
1107434	2531
1108	2542
110919144042	2542
110919151315	2542
111	2531|2533|2542
1110395108	2542
1111	2541|2542|2544
1112	2542
1112W	2542
1115	2542
1117752	2533
1119	2542
111900	2546
112	2531|2533|2542
1122	2542
1126	2533|2542
1126746	2533
1129569	2542
11297	2533
113	2531|2533|2538|2539|2542
1130	2542
114	2531|2533|2538|2542
1140	2544
1143848	2543
1144	2542
115	2531|2533|2541|2542|2544
11537491	2542
11539331	2542
11541145	2542
1155	2542
116	2531|2533|2538|2542|2544
1163672	2533
1164	2542
1164H	2542
1167	2542
116793-snow-patrol-up-to-now	2531
1169	2544
117	2531|2533|2542
11721051	2542
1177	2544
1177265	2542
118	2531|2533|2534|2542
1181	2542
1181W	2542
1184	2542
11854501	2542
11876	2533
118th	2531
119	2531|2533|2542
11iht-jazeera	2534
12	2528|2531|2532|2533|2534|2535|2536|2538|2539|2540|2541|2542|2543|2544|2545|2546|2547
12-inch	2531
12-issue	2546
12-part	2546
120	2531|2533|2541|2542
12049	2534
12061807	2531
121	2531|2533|2542
1211526110	2542
1214	2542
1214S	2542
12166	2534
1218	2542
122	2531|2533|2538|2541|2542
122319	2542
123	2531|2533|2542
1230492	2542
124	2531|2533|2542
1243	2542
125	2531|2533
1253	2542
12552136	2542
126	2531|2533
12683-crazy-in-love-beyonce-cover-live-on-daytrotter	2531
127	2531|2532|2533|2540|2544
1275	2543
128	2531|2533
12809133	2542
1281	2542
129	2531|2533|2539
12th	2531
13	2528|2530|2531|2532|2533|2534|2535|2536|2538|2539|2540|2541|2542|2543|2544|2546|2547
13-14	2546
130	2531|2533|2534|2539|2542
130-136	2539
1300393	2542
1302	2543
1307	2542
131	2531|2533|2538|2539|2542
131G	2542
132	2531|2533|2539|2540
133	2531|2533|2539|2541|2542
1332	2546
133K	2542
134	2531|2533|2541
1344052800	2531
135	2531|2533|2542
1353	2538|2543
135G	2542
136	2531|2533|2539
1360	2542
1360M	2542
1363	2542
137	2531|2533
1375	2542
138	2531|2533|2538|2542|2543
1382	2542
139	2531|2533|2542|2544
13th	2533
14	2528|2531|2532|2533|2534|2535|2536|2537|2538|2541|2542|2543|2544|2546|2547
140	2531|2533|2542
141	2531|2533|2541
141-231	2539
14107	2533
142	2531|2533
143	2531|2533|2543
14306822	2531
143444	2528
144	2531|2533|2542
1442-9993	2541
145	2531|2533
145286	2533
1456206	2531
146	2531|2533|2542
14689	2528
147	2531|2533
147-162	2533
1471367	2533
1477729	2531
147978-finally-confirmed-an-asteroid-wiped-out-the-dinosaurs	2542
148	2531|2533
1484784	2531
1486024	2542
1488786	2531
1489	2542
149	2531|2533|2542
1490	2542
149_SR	2542
14th	2543
15	2528|2531|2532|2533|2534|2535|2536|2538|2541|2542|2543|2544|2546|2547
15-31	2539
15-year-old	2534
150	2531|2533
150-best-tracks-of-the-past-15-years	2531
1500	2533
15001770	2542
15004276	2542
151	2531|2533|2538
15120392	2541
1517	2533
1518	2533
152	2531|2533|2541|2542
15253	2542
15253-15257	2542
15257	2542
15263073	2541
15266985	2542
153	2531|2533
153110703321632471	2542
154	2531|2533|2542|2544
154379	2546
154764495	2531
155	2531|2533
1554	2542
156	2531|2533
15629	2546
15662422	2542
1566431	2531
157	2531|2533
1572027	2530
1573831336	2533
158	2531|2533
1580	2533
158050	2531
1584	2543
159	2531|2533
1591588472	2533
15_Origin	2533
15ma	2540
16	2528|2529|2531|2532|2533|2534|2535|2536|2538|2541|2542|2543|2544|2546
16-17	2533
16-year-old	2533
160	2531|2533|2542
1600808	2528
1602142	2528
1604490	2528
1605	2533
1605807	2528
161	2531|2533
162	2531|2533
163	2531|2533
1637	2533
164	2531|2533
165	2531|2533|2544
1650	2533
16533822	2542
166	2531|2533
1666	2542
1667	2543
1669	2542
1669179	2531
167	2531|2533
16701316	2542
1671	2542
1675-1683	2542
168	2531|2533|2542
169	2531|2533|2544
16902112	2533
16931760	2542
1699509	2547
16th	2538
17	2528|2531|2532|2533|2534|2535|2536|2538|2539|2541|2542|2543|2544|2546
170	2531|2533|2544
1700	2542
1700V	2542
1702	2542
171	2531|2533|2544
17148284	2542
1718	2543
172	2531|2533
173	2531|2533|2538
1735730	2533
17392779	2542
174	2531|2533
1745-9125	2544
175	2531|2533
1752	2540
176	2531|2533
1763	2544
1764	2544
177	2531|2533
17781415	2542
17783054	2542
178	2533
17805288	2542
1783	2533
179	2533
17e	2538
17th	2533|2534|2538|2543
18	2528|2531|2532|2533|2534|2535|2536|2538|2540|2541|2542|2543|2544|2546
18-25	2546
180	2533|2542
1800	2543
1801	2541
1802	2539|2541
1803	2539
1809	2533|2539
181	2533
1810	2539
1812	2540|2541
1817	2541
182	2533
1829	2539|2543
183	2533
1834003	2542
1838	2541|2543
1838244	2534
184	2533|2541
1844	2533|2539|2543
1846	2539
1847	2533
185	2533|2538
1850	2533
18504	2533
185483	2531
1856	2533
1857	2533
1859	2533|2539
186	2533
1860	2533
1860s	2533
1863	2533
1864	2539
1865	2541
1867	2539
187	2533
1875	2533
188	2533|2538
1882	2533
1885	2544
1886	2539
1888	2539
189	2533|2542
1896	2539
189A	2542
18th	2533|2538|2539|2540|2543|2544
19	2528|2531|2532|2533|2534|2535|2536|2538|2541|2542|2543|2544|2546
190	2533|2542
1902	2539
19074331	2533
1908	2543
1908-2008	2543
191	2533
1910	2539
1915	2539
1915-2007	2539
1916	2539|2543
1917	2542
1917R	2542
1919	2533
192	2533
1920	2540
1920s	2533|2543|2544
1921	2539
1925	2533|2539
19256575	2534
1926	2541
1927	2542
1927229	2531
1929	2533
1929096	2531
193	2533
1930-2001	2539
1930s	2539|2542
1932	2538|2539
19325131	2542
1933	2538|2539
1934	2533|2544
1935461	2531
1937	2542
1939	2539
194	2533
194-196	2546
1940629	2531
1940s	2539|2544
1941	2539
1942	2544
1943157	2531
1945-5100	2542
1946	2539|2540
195	2533
1950	2533|2543
1950s	2538|2544
1951	2546
1951-1993	2543
1953	2538
1953-1969	2543
1955	2538|2544
1956	2538|2539|2542
1957	2544
1958	2533
196	2533
196-217	2544
1960	2541|2544
1960321	2531
1960s	2533|2538|2543
1961	2533|2538|2546
1962	2538
1963	2533|2539|2544
1964	2538|2542|2544
1965	2533|2538|2544
1966	2538|2539|2543
1967	2543
1968	2533|2543|2544
1969	2544
197	2533|2542
1970	2531|2538|2544
1970s	2533|2542|2543|2544|2545
1970s-style	2531
1971	2538|2540|2544
1972	2544
1974	2538|2542
1975	2533|2543
1976	2533|2541|2544
1976V27P134	2541
1977	2538|2541|2543
1978	2533|2538|2542|2544
1979	2538|2539|2544
197C	2542
198	2533|2546
1980	2533|2541|2542|2543|2544
1980Sci	2542
1980s	2530|2533|2538|2542|2546
1980s-present	2530
1981	2533|2538|2539|2542
1982	2533|2539|2540|2542
1983	2538|2544|2546
1983c-morphodia	2538
1984	2533|2538|2542|2546
1985	2533|2538|2546
1986	2538|2542|2544|2546
1986Geo	2542
1986Sci	2542
1987	2533|2538|2539|2542|2544|2546
1988	2533|2538|2539|2541|2542|2544|2546
1988Natur	2542
1989	2533|2538|2541|2542
1989GSLSP	2542
199	2533
199-200	2546
1990	2532|2533|2542|2543|2544
1990s	2532|2543|2546
1991	2533|2538|2542|2546
1991Geo	2542
1992	2532|2533|2542|2543|2544|2546
1992's	2532
1992034409	2542
1992Geo	2542
1993	2533|2538|2541|2542|2543
1993Sci	2542
1994	2531|2532|2533|2538|2541|2542|2544|2546
1994-11-15	2532
1995	2532|2533|2538|2542|2544
1995a-fda	2538
1996	2532|2533|2538|2539|2540|2542
1996Geo	2542
1996Sci	2542
1996SedG	2542
1997	2533|2538|2541|2542|2543|2544
1997JGR	2542
1998	2533|2538|2542|2544|2546
1998-12-12	2533
1998GSLSP	2542
1998Geo	2542
1998PNAS	2542
1998a-fpparis	2538
1999	2532|2533|2538|2539|2541|2542|2546
1999-01-18	2533
19th	2531|2533|2538|2543|2544
1ONyncVruj8C	2534
1hhAb2cFZZg	2545
1st	2531|2533
2	2528|2529|2530|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2545|2546|2547
2-3	2538
2-9802307-2-3	2538
20	2528|2530|2531|2532|2533|2534|2535|2536|2537|2538|2539|2541|2542|2543|2544|2545|2546|2547
20-27	2533
200	2531|2532|2533|2534|2543
200-million-creative-commons-photos-and-counting	2534
2000	2531|2533|2538|2539|2541|2542|2543|2544
2000s	2531|2546
2001	2528|2531|2533|2534|2535|2536|2538|2541|2542|2543|2544|2546
2001-03-05	2533
2001Centrosaurus	2542
2001Sci	2542
2002	2530|2531|2533|2534|2535|2536|2538|2539|2541|2542|2543|2544|2545|2546
2002-06-04	2545
2002-2-11	2534
20020722	2531
2002Geo	2542
2002PNAS	2542
2003	2531|2532|2533|2534|2538|2539|2540|2541|2542|2543|2544|2546
2003-08-07	2531
2003-10-14	2533
20030828	2531
2003AsBio	2542
2003PNAS	2542
2003RM	2542
2003_single	2531
2004	2528|2530|2531|2533|2534|2535|2536|2538|2541|2542|2543|2544|2546
2004-01-07	2533
2004-03-01	2542
2004-06-15	2534
2004-08-11	2533
2004-09-09	2533
2004-11-19	2533
20040107-0000	2531
20040203	2531
2004GSLSP	2542
2004KCA	2531
2004PNAS	2542
2005	2528|2531|2533|2534|2538|2542|2543|2546
2005-09-15	2534
2005-11-20	2534
20050915115752	2534
2005Geo	2542
2005Natur	2542
2006	2531|2533|2534|2535|2536|2537|2542|2544|2545|2546
2006-02-02	2533
2006-02-15	2533
2006-02-23	2533
2006-03-10	2533
2006-03-16	2534
2006-03-21	2533
2006-04-07	2534
2006-04-11	2533
2006-09-02	2534
2006-10-30	2542
2006-12-31	2533
20060316052623594	2534
2006E	2542
2006GSLSP	2542
2006Sci	2542
2007	2528|2530|2531|2533|2534|2535|2536|2538|2542|2543|2544|2545|2546|2547
2007-01-10	2543
2007-02-08	2543
2007-02-10	2533|2543
2007-02-23	2534
2007-03-20	2533
2007-04-19	2533
2007-04-23	2533
2007-04-25	2533
2007-05-08	2546
2007-05-12	2546
2007-05-13	2533
2007-05-15	2545
2007-05-17	2533
2007-05-18	2542
2007-05-23	2533
2007-06-17	2542
2007-06-22	2542
2007-06-27	2533
2007-06-30	2533
2007-07-01	2533
2007-07-02	2542
2007-07-04	2542
2007-07-05	2534|2542
2007-07-07	2542
2007-07-08	2542
2007-07-09	2533|2542
2007-07-16	2543
2007-07-31	2533
2007-08-02	2542
2007-08-15	2533
2007-08-19	2542
2007-08-22	2533
2007-08-27	2542
2007-08-31	2542
2007-09-12	2533
2007-09-25	2534
2007-10-16	2530
20070207	2531
20070629230804	2542
20070716200107	2543
20071016	2530
20071206142750	2531
2007Geo	2542
2007Natur	2542
2008	2528|2531|2532|2533|2534|2535|2536|2538|2541|2542|2546|2547
2008-02-04	2530
2008-02-05	2533|2534
2008-02-16	2533
2008-02-17	2533
2008-02-22	2542
2008-04-21	2547
2008-07-15	2533
2008-07-18	2533
2008-07-30	2531
2008-08-10	2533
2008-08-12	2533
2008-08-18	2533
2008-08-28	2533
2008-09-13	2533
2008-09-15	2533
2008-09-19	2533
2008-10-27	2533
2008-11-04	2533
2008-11-11	2547
2008-11-22	2533
2008-12-08	2528
20080205034639	2534
20080424030939	2531
20080715071138	2533
20080730013750	2531
20081205	2528
2008E	2542
2008NatGe	2542
2009	2528|2531|2533|2534|2535|2536|2538|2539|2542|2543|2546|2547
2009-01-09	2533
2009-01-11	2534
2009-01-13	2534
2009-01-14	2534
2009-01-19	2534
2009-01-24	2528
2009-01-30	2533
2009-01-31	2533
2009-02-20	2533
2009-02-lr	2542
2009-03-02	2533
2009-03-14	2528
2009-03-16	2534
2009-03-23	2528
2009-03-24	2533
2009-04-11	2533
2009-04-24	2534
2009-06-10	2533
2009-06-22	2533|2534
2009-07-20	2534
2009-08-03	2531
2009-09-02	2531
2009-10-25	2533
2009-10-31	2533
2009-11-08	2534
2009-11-14	2534
2009-12-19	2533
20090106	2528
20090130070102	2533
20090206	2528
20090220104219	2528
20090220124011	2533
20090225	2528
20090622080830	2534
20090622222019	2534
20091221084154	2534
2009JRASC	2542
2009M	2542
2009PNAS	2542
201	2533|2542|2546
2010	2528|2531|2532|2533|2534|2535|2536|2537|2542|2543|2544|2546|2547
2010-02-05	2534
2010-03-04	2534|2542
2010-03-05	2542
2010-04-10	2535|2536
2010-04-24	2538
2010-05-17	2533
2010-07-15	2533
2010-07-19	2528
2010-08-09	2533
2010-08-11	2533
2010-09-26	2534
2010-10-29	2533
2010Sci	2542
2010s	2546
2011	2528|2529|2531|2533|2534|2535|2536|2541|2542|2543|2544|2545|2546|2547
2011-03-08	2534
2011-03-10	2533
2011-07-08	2533
2011-07-13	2534
2011-08-09	2537
2011-08-10	2546
2011-10-09	2534
2011-11-08	2533
2011-post-crisis-reviews	2546
20110108080154	2534
20110713050011	2534
2011PNAS	2542
2012	2528|2529|2531|2532|2533|2534|2535|2536|2537|2539|2540|2541|2542|2544|2545|2546|2547
2012-02-10	2528
2012-03-04	2547
2012-03-15	2531
2012-03-19	2540
2012-03-24	2531
2012-03-29	2542
2012-04-10	2539
2012-04-18	2533
2012-05-26	2531
2012-05-27	2531
2012-06-02	2533
2012-06-05	2533
2012-07-03	2533
2012-08-02	2537
2012-08-16	2540
2012-11-05	2532
2012-12-09	2533
2012-12-24	2534
20120924	2533
2013	2528|2529|2530|2531|2532|2533|2534|2535|2536|2538|2540|2542|2543|2544|2545|2546|2547
2013-01-17	2542
2013-01-30	2534
2013-02-08	2542
202	2533
202002PNAS	2542
202004	2542
20202850_20462854	2531
20203042	2542
2027	2541
203	2533|2542
204	2533
205	2533
2061	2542
2061L	2542
2066	2542
207	2533|2542
20795784-5003421	2531
208	2533|2542
2094589	2544
20Australia	2541
20Commons	2534
20Court	2534
20Crazy	2531
20Creative	2534
20Dutch	2534
20Jake	2531
20Lipps	2542
20Love	2531
20Meliornis	2541
20Nava	2531
20Paper	2542
20a	2534|2540
20automatically	2534
20because	2534
20compatible	2533
20conditions	2534
20confirms	2534
20creation	2533
20creationism	2533
20decision	2534
20director	2531
20especially	2534
20evolution	2533
20evolutionary	2533
20gottschalk	2539
20gould	2541
20in	2531
20is	2534
20it	2534
20lamoreux	2533
20license	2534
20noteworthy	2534
20of	2533|2534|2541
20papers	2541
20poco	2540
20th	2533|2538|2544|2546
20that	2534
20the	2534
21	2528|2531|2532|2533|2534|2535|2536|2538|2541|2542|2544|2546
2100	2543
2100-1030_3-6052292	2534
212	2541
213	2538|2542|2546
2136664	2531
214	2541
215	2542
216	2542
21645	2542
21664	2542
217	2538|2542
217M	2542
218	2542
219	2542
2194	2533
21st	2531
22	2528|2531|2532|2533|2534|2535|2536|2538|2539|2540|2541|2542|2544|2545|2546
2222454	2533
224	2533
226	2541
226972	2543
227	2542
227A	2542
228	2538
228630	2544
22Crazy	2531
22CrazySexyCool	2532
22nd	2531
23	2528|2531|2532|2533|2534|2535|2536|2538|2541|2542|2544|2546
23-25	2533
230	2538|2542
2307	2538|2542|2543|2544
232	2542
236	2542
23739	2531
23790	2531
238	2541|2542
24	2528|2531|2533|2534|2538|2541|2542|2544|2546
24-hour	2533
241	2542
244-245	2546
244599	2546
245	2538
246	2542|2546
247	2542
248449	2531
248648	2531
249	2538
25	2528|2529|2531|2532|2533|2534|2538|2541|2542|2544|2546
250	2542
251	2542
253	2533
2534	2533
254	2538
255	2542
255P	2542
2565	2533
25657_Switchfoot_Covers_Beyonce's_Smash_Single	2531
257	2541|2542
257G	2542
258	2542
26	2528|2531|2533|2534|2538|2541|2542|2544|2545
260	2542
2610	2532
263	2533
264	2541|2542
264M	2542
265	2542
2652	2533
2666178	2542
2667025	2542
267	2542
268	2542
27	2528|2531|2532|2533|2534|2538|2541|2542|2544|2546
27081	2535|2536
271	2542
273	2542
274	2542
277	2542
278	2533
279	2542|2544
27s	2534
28	2528|2529|2531|2532|2533|2534|2538|2540|2542|2544|2546
280	2542
281	2538|2542
2817	2534
284	2543
285	2538|2543
287	2542
288	2534|2542
28CC-SA	2534
29	2528|2531|2532|2533|2534|2537|2538|2542|2544|2546
290	2539
291	2542
292	2542
293	2542
293K	2542
294	2542
295	2531|2543
296	2542
296p	2533
297-327	2542
298	2542
298725	2542
2987266	2531
2987807	2533
29v3	2534
2E	2528
2F	2528|2531
2F14	2528
2F2009	2528
2FBeyonce-Atlantic-City-concert-Singer-performs-1st-time-Blues-birth	2531
2Farticle-2150267	2531
2Ftvshowbiz	2531
2Fwww	2531
2nd	2534|2539|2540|2541|2542|2544
2x	2528
3	2528|2529|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2545|2546|2547
3-2	2540
3-4	2533|2546
3-7	2533
30	2528|2531|2532|2533|2534|2538|2541|2542|2544|2546
30-35	2533
300	2532|2534|2542|2544|2547
3000	2532
302-3	2539
3028	2530
303	2542
303941563	2528
305	2542
305C	2542
30747	2531
308	2542
30th	2534|2542|2546
31	2528|2531|2532|2533|2534|2535|2536|2538|2539|2541|2542|2544|2546
310	2538
3105653	2528
3106116	2528
311	2542|2544
312	2539
313	2531|2533|2542
3139	2542
315925	2528
31862521_1_beyonc-obama-group-first-lady-michelle-obama	2531
319	2538
319-323	2533
31st	2546
32	2528|2531|2533|2534|2538|2540|2542|2544
321	2538
322	2533|2541
322562330	2547
325	2538
327	2542
327-329	2546
328	2541
33	2528|2531|2532|2533|2534|2538|2540|2541|2542|2544|2546
332	2538
333	2542
333555390	2547
333841a0	2542
334	2538
33889	2542
339	2542
34	2528|2531|2533|2534|2538|2541|2542|2544
344	2542
347	2538|2542
347-368	2542
349	2542
349-388	2542
35	2528|2531|2532|2533|2534|2538|2542|2544
3515168	2542
3520837	2542
354	2533
355	2542
359	2531
36	2528|2531|2533|2534|2538|2542|2544
361	2542
361912834	2547
3642460	2533
367	2531
368	2538|2542
369	2542
36th	2531
37	2528|2531|2532|2533|2534|2538|2541|2542|2544
370	2542
371	2538
371564353	2547
374316	2542
3753	2542
3753K	2542
3758	2542
377	2532
379	2528|2531|2542
3793	2546
38	2528|2531|2533|2534|2538|2541|2542|2544|2546
38096	2531
381	2531
381961771	2547
389-391	2546
39	2528|2531|2532|2533|2534|2538|2542|2544|2546
391	2538
391618	2531
392758211	2547
392758239	2547
392758257	2547
399	2541
3A	2531
3D	2532
3F	2534|2535|2536
3F_Can_I_combine_a_Creative_Commons_licensed_work_with_another_non-CC_licensed_work	2534
3IORF1Ei3LIC	2542
3rd	2533|2543|2544
4	2528|2529|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2545|2546|2547
4-25	2533
4-5	2546
40	2528|2531|2533|2534|2538|2540|2541|2542|2544
4004	2533
4041	2533
407	2541
408831	2538
409	2542
41	2528|2531|2533|2534|2538|2542|2544
41-42	2546
410	2538|2542
41097	2531
412-427	2544
413	2533
413-415	2546
414	2538
414784	2538
417003	2538
418	2528
419-al-jazeera-offers-creative-commons-video-lessig-lends-backing	2534
41918	2528
4196	2533
42	2528|2531|2532|2533|2534|2538|2541|2542|2544|2546
42-45	2533
420	2533|2542
4203	2546
421	2542
4298	2533
43	2528|2531|2532|2533|2534|2538|2542|2543|2544
433	2542
436	2531
436601p1	2531
43837	2546
439	2538
44	2528|2531|2533|2534|2538|2542|2544|2546
440	2533
4410927	2533
4434434112	2542
4448	2542
445487	2533
446	2542
448	2546
449	2542
45	2531|2533|2534|2538|2541|2542|2544
453	2541
459850	2531
46	2531|2533|2534|2538|2540|2542|2544|2546|2547
468	2538
46th	2531
47	2528|2531|2533|2534|2538|2539|2542|2544
47-49	2542
4728574	2531
4750	2542
48	2531|2533|2534|2538|2541|2542
480	2533
4802	2542
48099_g2012n4a10	2542
481	2533
482	2542
4865	2542
48B	2542
49	2531|2533|2534|2538|2542
4926271	2533
493	2541
4th	2528|2540
5	2528|2529|2531|2532|2533|2534|2535|2536|2537|2538|2539|2540|2541|2542|2543|2544|2545|2546|2547
5-8	2533
50	2528|2531|2533|2534|2535|2536|2538|2542
50-57	2546
50-67	2543
50-year-old	2546
500	2531|2532|2533|2538
500-greatest-albums-of-all-time-20120531	2532
502236	2531
503738	2541
506	2542
507	2542
507904642	2539
507B	2542
5088	2531
509	2537|2538
50_cent	2528
50th	2546
51	2531|2533|2534|2538|2542|2546
5110	2542
512	2542
516	2542
517	2539|2544
517-606	2542
519	2544
52	2531|2533|2534|2538|2542|2546
5218-5223	2542
522	2542
5252	2542
525584831	2537
526	2544
527	2542
527P	2542
528815124	2541
5290	2542
5291	2542
52nd	2528
53	2531|2533|2534|2538|2541|2542
530	2542
531100765	2547
531780939	2530
532	2539
534831014	2546
535159281	2544
535362471	2529
535417611	2540
536	2544
536092771	2545
536309409	2528
5364	2542
536526239	2534
536637026	2532
536911710	2533
537092258	2543
537515347	2535|2536
537832729	2531
537886639	2538
537993899	2542
539	2544
54	2531|2533|2534|2538|2541|2542
542	2542
543	2542
547	2533
549	2542
55	2531|2533|2534|2538|2541|2542
5547	2542
556	2542|2546
556-560	2542
556S	2542
558	2546
56	2528|2531|2532|2533|2534|2538|2541|2542
560	2542
562	2542
5663	2542
567	2543
567-570	2542
57	2528|2531|2532|2533|2534|2538|2542|2544
571	2542
5719	2534
5737	2542
5737F	2542
573926	2531
5742	2542
575	2538
5788	2533
5790	2542
58	2531|2533|2534|2538|2541|2542|2546
58-60	2546
5823	2534
5830	2534
583221	2531
588	2544
59	2531|2533|2534|2538|2541|2542|2545
59-62	2531
590	2533|2546
5908	2533
5917	2539
597	2531
5970	2542
5th	2534
