'	3568|3569|3573|3574|3582|3583
10	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3577|3578|3579|3580|3582|3583|3585|3586
10-13	3567
10-14	3567
10-16	3567
10-17	3567
10-19	3567
10-20	3567
10-21	3567
10-23	3567
100	3568|3569|3571|3573|3576|3579|3580|3581|3585
100-wordlist	3585
10000	3576
1003764	3568
1007	3576
101	3568|3575|3576
101686917	3579
1017	3575|3577
10176800	3576
10176800-S2tU7w	3576
102	3568|3576
1020	3568
1024	3576|3580
103	3568|3569|3576
104	3568|3576|3579|3580
104472	3568
105	3568|3576|3579|3581
10522	3568
106	3568|3576
10604768	3568
107	3568|3576|3581
108	3568|3576|3585
109	3568|3576
109483418	3580
10pm	3568
11	3567|3568|3569|3571|3572|3573|3575|3576|3577|3578|3579|3580|3582|3585
110	3568|3576
1109	3576
111	3567|3568|3576
112	3568|3573|3576
113	3568|3576|3585
114	3568|3576
115	3568|3576|3579|3585
115-151	3579
1151	3568
116	3568|3573|3576
116749330	3580
117	3568|3576|3580
11738	3578
1176	3576|3580
118	3568|3576
11840007	3568
1186857582503	3572
119	3568|3576
11F654	3580
11th	3583
12	3567|3568|3569|3571|3572|3573|3576|3578|3579|3580|3581|3582|3583|3585
12-27-2008	3571
12-String	3571
12-bar	3583
12-hour	3579
120	3568|3573|3576
1202	3580
1203915600	3572
1206	3580
1207	3580
121	3568|3576|3585
122	3568|3576
1224299587451	3567
1227	3576
123	3568|3576
123068412	3576
123144001	3576
123192234	3576
124	3568|3576
1242	3580
1246	3580
125	3568|3576
1258219916447	3571
126	3568|3576
12628	3568
127	3568|3579|3585
1275526282	3579
12780	3568
128	3568
129	3568|3569
12glee	3568
12pm	3567
13	3567|3568|3569|3571|3572|3573|3574|3576|3577|3578|3579|3580|3581|3582|3584|3585
13-16	3576
13-bit	3576
13-note	3583
130	3568|3579
131	3568|3579|3585
1319284889	3569
132	3568|3579
1324984111AELBCMOXWV	3569
133	3568|3579|3585
133958	3568
134	3568
135	3568
135476	3568
135785	3568
136	3568|3574
137	3568|3585
1379	3576
138	3568|3575|3577
1381	3576
139	3568
13F9459E60D0F065F4ACDBB2E3FA2D6F	3568
13th	3570|3579|3583
14	3567|3568|3569|3571|3572|3574|3575|3576|3578|3579|3580|3581|3582|3583|3585|3586
14-1	3580
14-2	3585
14-38	3578
140	3568|3569|3580
141	3568
14109	3580
142	3568
143	3568
144	3568
14455	3568
145	3568|3580
1456058	3568
1457	3576
146	3568
1460	3576
14643	3578
147	3568
1473574	3571
148	3568
14864	3568
148647	3568
149	3568
14946	3568
14th	3568
15	3567|3568|3569|3571|3572|3573|3576|3578|3579|3580|3581|3582|3583|3585
15-00	3567
15-13	3567
15-15	3567
15-17	3567
15-19	3567
15-21	3567
15-22	3567
15-23	3567
15-channel	3580
150	3568
1500-bit-long	3576
1502481	3580
151	3568
152	3568
1525	3576
1525-1559	3576
153	3568|3585
154	3568
154870	3576
155	3568|3576
1559	3576
156	3568
157	3568|3573|3576
1575	3576|3580
158	3568
159	3568
15th	3578
16	3567|3568|3569|3571|3572|3573|3576|3578|3579|3580|3581|3582|3585
16-18	3569
16-month	3580
160	3568|3580
1600	3580
1602	3580
161	3568|3569
1610	3576
162	3568
162-167	3578
1623464	3568
162520205	3580
1626	3576
163	3568
1639735	3569
164	3568|3576|3580
165	3568
1653470	3568
1657490	3569
166	3568
1664	3568
167	3568|3585
1676987	3582
1677163	3582
1679696	3571
168	3568|3569
168-176	3578
1682	3568
169	3568
169319	3568
16th	3568
17	3567|3568|3569|3571|3572|3576|3578|3579|3580|3581|3582
17-22	3576
17-24	3576
170	3568|3579
1701	3586
171	3568|3585
172	3568
1727	3586
173	3568
17389	3568
174	3568
1744081	3571
175	3568|3585
176	3568
17645	3576
177	3568
178	3568|3576|3581
179	3568
17wyat	3568
18	3567|3568|3569|3571|3573|3576|3578|3579|3580|3582|3583
18-22	3576
18-49	3568
180	3568|3571|3585
181	3568|3576|3580
182	3568|3569
183	3568|3581
184	3568
1840	3579
1840s	3586
185	3568
186	3568
18676	3576
187	3568
188	3568
189	3568
19	3567|3568|3569|3570|3571|3573|3575|3576|3578|3579|3580|3581|3582|3585
19-minute	3581
190	3568|3574
1900	3580
1905	3580
191	3568|3574
1911	3579
1916	3579
1919	3579
192	3568|3576|3585
1920s	3579
193	3568|3585
1934	3572
1936	3571
1936-04-22	3571
194	3568
1940	3572
1940s	3576
1940s-1960s	3573
1941	3572
1942957-1	3568
1945379_1944142_1944160	3568
19470	3568
1948	3573
1948-11-06	3573
1949	3579|3581
1949-09-07	3581
195	3567|3568
1950	3572|3579
1950s	3571|3583
1951	3572
1952	3585
1953	3570|3579|3585
1953-05-01	3570
1954	3571|3579
1955	3571|3585
1956	3571|3576|3579|3585
1957	3576
1958	3571|3585
1959	3571|3585
196	3568
1960	3571|3572|3576|3581|3585
1960s	3570|3571|3573|3576|3581|3583
1960s-era	3583
1961	3571|3572|3585
1961-1966	3571
1961-2002	3571
1962	3571|3585
1962-1989	3571
1963	3571|3576|3585
1964	3568|3571|3576
1964-01-27	3571
1965	3571|3581|3585
1965-10-22	3571
1966	3571|3573|3578|3585
1967	3571|3576|3580|3585
1967's	3571
1967-1992	3571
1968	3571|3573|3580
1969	3568|3571|3572|3573|3576|3580|3585
197	3568
1970	3571|3572|3573|3576|3579|3580|3585
1970-04-21	3572
1970s	3570|3571|3573|3576|3579|3580|3583
1971	3571|3572|3573|3585
1971-1984	3583
1972	3571|3573|3576|3585
1973	3573|3576|3585
1974	3571|3573|3576|3577|3581|3583
1974-1988	3571
1975	3571|3572|3573|3581
1975-1976	3571
1976	3571|3572|3573|3575|3577|3579|3580|3581|3582
1976's	3571
1977	3571|3573|3575|3581
1978	3570|3573|3576|3580|3581|3585
1979	3571|3573|3574|3579|3581
198	3568
1980	3571|3572|3573|3576|3581|3585
1980-81	3571
1980s	3570|3571|3573|3579|3580|3583
1981	3571|3572|3581|3585
1982	3570|3571|3573|3578|3580|3581
1983	3570|3571|3572|3573|3576|3579|3581
1984	3570|3571|3573|3576|3579|3580|3581
1985	3568|3570|3573|3574|3576|3580|3581|3585
1985ITAES	3576
1986	3568|3571|3573|3576|3580|3581|3585
1987	3568|3570|3578|3580|3581
1988	3568|3571|3573|3580|3585
1989	3568|3570|3573|3576|3580|3584
199	3568
1990	3568|3570|3571|3572|3576|3580|3581|3585
1990s	3570|3571|3573|3574|3576|3581|3583
1990s-era	3568
1991	3568|3570|3571|3572|3573|3576|3579|3580|3585
1992	3568|3570|3571|3572|3573|3574|3576|3581|3585
199286-susan-boyle-glee-cameo-confirmed-by-ryan-murphy	3568
1993	3568|3570|3572|3573|3574|3576|3579|3580|3581
1994	3568|3570|3571|3572|3573|3574|3576|3581
1995	3568|3570|3572|3573|3574|3576|3580|3581
1996	3568|3570|3571|3572|3575|3576|3579|3580|3581|3584
1997	3568|3570|3571|3576|3580|3581|3585
1998	3568|3570|3571|3573|3576|3580|3581|3585
1999	3568|3570|3571|3572|3573|3576|3580|3585
19th	3573|3579|3581
1b	3580
1st	3580|3582
1x10	3583
1x12	3583
1x15	3583
1x18	3583
1z2z0z268z2z8	3568
1z2z1z25z1z8	3568
1z2z2z268z1z8	3568|3569
1z2z2z268z7z8	3569
1z4	3568
2	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3577|3578|3579|3580|3581|3582|3583|3584|3585|3586
2'	3568
2's	3576
2-24	3576
2-year	3580
20	3567|3568|3569|3571|3572|3573|3575|3576|3578|3579|3580|3581|3582|3583|3585|3586
20-	3576
20-13	3567
20-19	3567
20-20	3567
20-minute	3569
200	3572|3576|3579|3580|3583|3585
2000	3568|3570|3571|3572|3573|3574|3576|3580|3581|3585
2000-08-22	3574
2000s	3568|3570|3571|3573|3580|3581|3583
2000s-era	3583
2001	3568|3570|3571|3572|3575|3576|3577|3579|3580|3581|3585
2001-08-20	3580
2002	3568|3570|3571|3572|3573|3574|3576|3578|3579|3580|3581|3585
2003	3568|3570|3571|3572|3574|3576|3578|3579|3580|3581|3585
2003-09	3579
20035285_20035331_20042740	3572
2004	3568|3570|3571|3572|3574|3576|3578|3580|3581
2004-01-12	3580
2005	3568|3570|3571|3572|3576|3580|3581|3585
2005-06-27	3580
20053426	3572
2006	3568|3570|3572|3573|3574|3576|3578|3580|3581
2006-11-13	3580
2006-12-14	3580
2006-12-26	3580
2006-12-29	3580
2006-WG1-statement	3580
20060203125928lcnirellep0	3576
20061111202317	3576
20061113	3580
200647	3576
2007	3568|3570|3571|3572|3573|3576|3578|3579|3580|3581|3585
2007-01-16	3580
2007-01-22	3580
2007-01-29	3580
2007-02-10	3580
2007-03-26	3580
2007-04-07	3580
2007-04-10	3580
2007-04-12	3580
2007-04-13	3580
2007-05-18	3580
2007-06-13	3580
2007-06-22	3572
2007-07-31	3580
2007-08	3572
2007-08-29	3572
2007-09-19	3580
2007-09-27	3580
2007-10-12	3580
2007-12-19	3581
2007-12-25	3580
2007-12-28	3580
20070210065953	3580
20070518	3580
20070613234101	3580
20070919124045	3580
20070927230705	3580
20071012120024	3580
20071018151253	3576
20071201034857	3576
2008	3567|3568|3570|3571|3572|3573|3574|3576|3579|3580|3581|3583
2008-01-18	3580
2008-02-24	3572
2008-06-07	3580
2008-09-12	3580
2008-12-29	3580
20080607	3580
20080610092154	3576
20080912	3580
20080921205228	3574
20084173	3571
2009	3567|3568|3569|3571|3572|3576|3578|3579|3580|3581
2009's	3568
2009-01-26	3572
2009-05-17-matthew-morrison_N	3568
2009-05-18_glee_puts_edgy_spin_on_top_40_tunes	3568
2009-05-19	3568
2009-06-29	3570
2009-07-10	3572
2009-09-12	3572
2009-12-29	3575|3577
20090327051208	3576
20090517	3568
20090921fox01	3568
20091202232928	3568
20091229003212	3575|3577
201	3580
2010	3567|3568|3569|3570|3571|3572|3573|3576|3578|3579|3580|3581|3585|3586
2010-03-17	3580
2010-04-02	3580
2010-05	3576
2010-05-10	3569
2010-05-16-gleeonline17_N	3569
2010-06-11	3569
2010-07-19	3573
2010-10-03	3567
2010-10-27	3580
2010-106-24	3569
2010-11-26	3580
2010-11-season-broadcast-primetime-show-viewership-averages	3568
2010-12-07	3580
2010-12-15	3571
2010-12-30	3580
2010-19824	3576
20100521	3569
20100802fox05	3568
2010s	3568|3570|3571|3573
2011	3567|3568|3569|3570|3571|3572|3574|3576|3580|3581|3582|3585
2011-02-09	3580
2011-02-15	3567
2011-02-26	3580
2011-04-11	3580
2011-07-03	3569
2011-08-12	3567
2011-08-26	3571
2011-08-27	3571
2011-09-HASC	3576
2011-10-06	3580
2011-2012	3568
2011-Jul-23	3576
2011-ticket-info	3567
20110209	3580
20110719232148	3576
20110730	3568
2012	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3578|3579|3580|3581|3582|3583|3584|3586
2012-01-17	3582
2012-01-25	3580
2012-02-16	3580
2012-05-05	3571
2012-09-17	3572
2012-12-05	3572
2012-12-27	3581
2012034	3576
20120507fox03	3568
2013	3567|3568|3571|3572|3574|3575|3576|3577|3578|3580|3581|3582|3585
2014	3576
2015	3580
2019	3568|3576
201960	3571
202	3580
2020	3572|3576|3580
202011	3576
2021	3580
2025	3572|3580
2029	3568
203	3573
2031	3576
20326356_20331616_2	3568
204	3569
20504436	3571
206	3579|3581
207-218	3574
2085752	3576
209	3569
20Commission	3575
20Confirm	3576
20Frey	3573
20GPS	3576
20Genachowski	3576
20Grassley	3576
20Guidelines	3575
20International	3575
20Jamming	3576
20Julius	3576
20May	3576
20NO	3575
20Scale	3575
20Senator	3576
20Stratigraphy	3575
20Tests	3576
20Twitter	3568
20angeles	3571
20b	3571
20bills	3571
20by	3575
20campbell	3571
20chronostratigraphic	3575
20circle	3571
20dick	3571
20establishment	3575
20europe	3576
20for	3575
20galileo	3576
20global	3575
20letter	3576
20of	3575
20on	3575
20standards	3575
20th	3568|3569|3571|3572|3573|3574|3579|3581|3583
20the	3575
20time	3571
20to	3576
21	3567|3568|3569|3571|3572|3573|3574|3576|3578|3579|3580|3581|3582|3583|3585
21-28	3569
21-year-old	3571
210	3569|3581|3585
21213	3569
212866	3568
213	3575|3577
2137	3576
214	3585
215	3573
218	3575|3577|3585
21st	3573|3580|3583
22	3567|3568|3569|3570|3571|3572|3573|3574|3576|3579|3580|3581
221-206	3579
2219	3576
223	3581
2238648	3568
224	3569
2276	3576
22999999543	3576
22Numerical	3576
22glen	3571
22hollywood	3571
22los	3571
23	3567|3568|3569|3571|3573|3576|3578|3579|3580|3582|3583|3585
2300	3576
231385	3568
233161	3568
237	3585
239963	3568
23iht-galileo23	3576
24	3567|3568|3569|3571|3572|3573|3574|3576|3578|3579|3580|3581|3583
24-minute	3572
24-satellite	3580
2403	3583
245	3576
2451-Glee-The-Vampire-Diaries-KAMII-and-more-coming-to-a-small-screen-near-you-in-2010	3568
24nite	3572
24th	3576|3580
25	3567|3568|3569|3571|3572|3573|3576|3579|3580|3581
250	3580
255	3576
2562	3568
26	3567|3568|3569|3571|3572|3576|3578|3579|3580
26-Dec-1964	3571
260	3580
26254426924	3567
26257096984	3567
269	3576
27	3567|3568|3569|3571|3572|3573|3576|3579|3580
27-Jan-1964	3571
2708	3571
271	3585
274	3569
27952	3568
27June	3567
28	3568|3569|3571|3572|3573|3575|3576|3579|3580|3581|3582
280201	3568
282	3583
284	3585
285510	3576
2872	3571
2874	3578
28804	3568
2888368	3571
28th	3578
29	3568|3569|3571|3575|3576|3579|3580|3581|3585
2907	3571
29113	3574
294645	3568
295322	3569
296	3585
296380	3568
29th	3569|3571
2SCS	3576
2m	3568
2nd	3568|3576|3583
2x10	3583
2x12	3583
2x15	3583
2x18	3583
3	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3577|3578|3579|3580|3581|3582|3583|3584|3585|3586
3-88339-537-4	3585
3-D	3576
3-axis	3580
30	3567|3568|3569|3571|3576|3579|3580|3581|3582|3585
30-00	3567
30-12	3567
30-13	3567
30-14	3567
30-15	3567
30-16	3567
30-17	3567
30-18	3567
30-19	3567
30-20	3567
30-21	3567
30-22	3567
30-23	3567
30-40	3579
30-jan-1961	3571
30-minute	3571
30-second	3576
300	3568|3576|3583
3000	3576
3007HNP006	3568
3009	3568
301	3574
304	3569
305	3572
30593	3568
308	3585
30arts-JOINTHEGLEEC_BRF	3568
30pm	3568
30th	3581
31	3568|3569|3571|3572|3573|3576|3579|3580
31-39	3574
310538	3576
316	3580
31614225	3570
319	3569|3574
31glee	3569
32	3567|3568|3569|3571|3573|3574|3576|3579|3580|3581|3585
32183167	3573
328	3576
33	3568|3569|3571|3576|3580|3581
330	3576
3325	3585
339	3568
34	3568|3569|3571|3573|3576|3579|3580|3581
343	3569
346	3569
34625	3576
34th	3580
35	3567|3568|3569|3571|3576|3579|3580|3585
35-18	3567
35-21	3567
35902	3568
35Bln	3580
36	3568|3569|3571|3573|3576|3580
360	3576
36249	3571
363	3569|3576|3580
37	3567|3568|3569|3571|3573|3576|3580|3585
373	3569
373-glee-live-at-the-honda-center	3569
378	3569
379913	3576
37B	3576
38	3568|3569|3571|3573|3576|3578|3580|3585
380	3580
38105	3576
3848699	3571
3888	3568
38pm	3568
39	3568|3569|3571|3573|3576|3580
392	3568
393	3574
39561194	3571
399119	3572
399504	3580
3D	3568|3569
3E	3568
3G	3576
3a6f7734786b5b19	3572
3c0FAAAAIBAJ	3571
3e	3568
3g	3576
3lvilq41pb8ijvvvyfwkng	3568
3rd	3568|3574|3580|3585
3x5	3570
4	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3577|3578|3579|3580|3581|3582|3583|3584|3585|3586
4-track	3583
4-way	3576
40	3567|3568|3569|3571|3573|3576|3580|3581
40-17	3567
400	3576
401	3569
402	3580
4045	3576
405	3576|3580
4095284	3568
41	3568|3569|3571|3573|3576|3580
4104017	3576
411	3568
412	3569
415	3580
42	3567|3568|3569|3571|3572|3576|3580|3581|3582
420	3569|3580
426	3585
426-435-439	3585
427th	3576
4284	3573
43	3567|3568|3569|3571|3576|3577|3580
433	3569
43463-little-brown-launching-glee-publishing-program	3568
434850	3580
435	3585
4375	3580
439	3585
439306	3580
44	3567|3568|3569|3571|3574|3576|3579|3580|3581|3585
444	3569
44449937	3568
44490148	3581
449	3569
45	3567|3568|3569|3571|3576|3580|3585
45-13	3567
45-14	3567
45-16	3567
45-17	3567
45-18	3567
45-20	3567
45-21	3567
45-22	3567
45-23	3567
450	3580
452	3569
453	3569
46	3567|3568|3571|3573|3576|3580|3585
461	3569
462	3569
47	3567|3568|3571|3576|3578|3580
470687	3568
475	3569
4751	3571
4793	3568
47th	3580
48	3567|3568|3571|3573|3576|3580|3583
480	3580
480i	3568
485	3569
48563	3568
488	3569
488865	3580
49	3567|3568|3571|3573|3576|3580|3585
493-501	3578
49348	3568
4969607893141445194	3580
4G	3580
4Kids	3568
4S	3580
4esTAAAAIBAJ	3571
4f4rAAAAIBAJ	3571
4m	3575
4th	3583
4x10	3583
5	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3578|3579|3580|3581|3582|3585|3586
5-1660	3576
5-inch	3579
5-string	3583
50	3567|3568|3571|3573|3576|3580|3583
50-15	3567
50-16	3567
50-17	3567
500	3568|3570|3576|3580
5002557820	3579
500374967	3577
505114	3568
5061609	3576
5087	3572
5094072	3571
50th	3572|3576
51	3567|3568|3571|3576|3580
51183	3569
5127944	3578
513	3569
51326	3568
515	3576
51th	3580
52	3567|3568|3571|3576|3580
520	3569
522634132	3569
522865623	3579
523045655	3586
524237063	3573
524286224	3570
52437	3568
527150600	3584
52900	3568
529031412	3583
5295	3568
53	3567|3568|3576|3580|3586
531070437	3575
532033484	3585
532629249	3582
533375401	3578
5337	3571
53511	3568
535350508	3581
536-559	3574
536319799	3571
536591967	3572
537096326	3567
537138692	3574
53740452	3570
537628774	3576
537854837	3580
538127262	3568
539	3569
54	3567|3568|3569|3573|3576|3580|3581
542	3577
5454	3568
54972	3567
55	3567|3568|3573|3576|3580|3581
5537	3571
555	3569
55588641	3580
56	3567|3568|3576|3580|3581
56-minute	3572
5604	3568
562	3569
5625	3580
563	3569
564	3585
569	3585
56923	3568
5698118	3571
56B	3576
57	3567|3568|3573|3576|3579|3580
57542	3576
576	3569
5771576984142464179	3580
58	3567|3568|3576|3580|3581|3585
584	3576
587	3580
5873	3569
59	3567|3568|3570|3571|3576|3580
591	3569
595	3569
5B	3571
5th	3573|3578|3580
5wgZX1j2m	3580
5zSnmfjuV	3569
5zeI2NXbR	3569
6	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3578|3579|3580|3581|3582|3585|3586
6-string	3583
60	3567|3568|3576|3580|3581|3585
600	3576
606	3574
60rDyICmm	3569
60s	3571
60th	3576
61	3567|3568|3571|3576|3580
611	3569
618	3569
618-907	3579
62	3567|3568|3576|3580
621B	3576
624	3569
63	3567|3568|3571|3576|3580|3581|3582
630	3575|3577
630830	3571
633	3576
635	3576
636	3576
64	3567|3568|3573|3575|3576|3580|3581
643	3569
648	3580
649	3569
64bDNrw9z	3582
64xpQ4ZX6	3580
65	3567|3568|3571|3576|3580
6515082621	3576
65722212	3580
65725503	3580
66	3567|3568|3570|3576
663	3569
669	3569
67	3567|3568|3576|3580|3581
673	3576|3580
68	3568|3576|3580
69	3568|3576|3585
694	3569
696	3576|3580
6th	3576|3578|3580
7	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3578|3579|3580|3581|3582|3583|3585|3586
7-string	3583
7-year	3580
70	3568|3569|3571|3576|3579
7072	3576
708	3569
70s	3573
71	3568|3576
72	3568|3576
720	3569
720p	3568
721	3569
725	3569
7268	3569
73	3568|3574|3576|3581
732	3576
735	3569
737	3569
739	3569
74	3568|3571|3576|3582|3585
743	3569
744	3569
74669	3575|3577
75	3568|3576|3581|3583
750	3576|3580
755	3569
76	3568|3571|3573|3576|3580|3581
7647002	3576
77	3568|3571|3576|3578
77-	3579
77-81	3575
77591	3568
779	3569
78	3568|3571|3576|3581|3585
783	3569
787	3580
79	3568|3576
795	3580
7PwFAAAAIBAJ	3571
7ff	3585
7th	3578
8	3567|3568|3569|3571|3572|3573|3574|3576|3578|3579|3580|3581|3582|3585|3586
8-2	3569
8-6-2009	3571
8-track	3583
80	3568|3576|3579|3580
800	3576
8000	3576
801	3569
805	3585
80716608	3572
80s	3573
81	3568|3576|3578
8147	3568
81892	3568
81971	3568
82	3568|3576|3581
82114	3568
8252590	3569
83	3568|3571|3576|3581
832	3569
84	3568|3576|3580
8416077	3571
85	3568|3576|3581
8569077	3568
858	3569
8595704	3580
86	3568|3576|3578|3579|3585
8600120	3567
8601021	3567
8641	3576
867947-glastonbury-festival-2011-watched-by-18-6m-viewers-on-bbc	3567
87	3568|3575|3576|3585
870	3576
8721	3568
87771	3580
879	3569
88	3568|3575|3576|3581
880	3569
882	3569
886977287824	3568
886977964626	3568
888	3569
89	3568|3576|3585
89473	3572
895	3569
8A	3575
8B	3575
8mPUT6v5O4So8AO16rSkAw	3571
8th	3578
8x10	3583
9	3567|3568|3569|3571|3572|3573|3574|3576|3578|3579|3580|3581|3582|3584|3585
9-22	3576
9-24	3576
90	3568|3573|3576|3579|3585
90-minute-american-idol-and-special-glee-500th-musical-performance-to-air-on-an-extended-primetime-thursday-march-7-on-fox	3568
900	3576
905	3568
905169951	3568
91	3568|3573|3576
911	3576
913	3576
9171	3568|3570
92	3568|3573|3576
93	3568|3573|3576
938	3569
93910	3568
94	3568|3576
94407	3568
95	3568|3569|3576|3580|3581|3585
951-960	3579
96	3568|3575|3576|3579|3585
960-1297	3579
96394	3568
97	3568|3576|3581
9768_9422_1276_9667_8426	3578
978-0-07-159869-9	3576
978-0-387-71354-0	3580
978-0-521-88068-8	3576
978-0-7167-4473-3	3585
978-0-7748-0994-8	3579
978-1-4027-6589-9	3571
978-1-56347-106-3	3576
98	3568|3576|3580|3581
98-1	3580
988	3569
99	3568|3569|3576|3582|3585
996572	3570
9A01EFDC103CF932A35752C1A96E958260	3570
9C	3575
9F	3575
9th	3568
A	3567|3568|3569|3570|3571|3572|3574|3575|3576|3577|3578|3579|3580|3581|3582|3583|3585|3586
A-GPS	3580
A-side	3581|3583
AB	3583
ABC	3568|3576
ABC's	3571|3585
AC	3573|3581|3583
AC-130H	3576
ACFTU	3579
ACM	3571
AD	3580
ADA484380	3580
AES-21	3576
AESTHETICS	3574
AF	3576
AF0	3576
AF1	3576
AF2	3576
AFB	3576
AFD-070803-059	3576
AFS	3576
AFSCN	3576
AFSPC	3576
AFSSS	3576
AGM-130	3576
AGM-154A	3576
AGM-158	3576
AGM-65A	3576
AGM-86B	3576
AGM-88A	3576
AH-1	3576
AIAA	3576
AID	3568
AIM-120B	3576
AIM-7M	3576
AIM-9M	3576
AL	3576
ALBUM	3573
ALBUMS	3572
ALCM	3576
ALIGN	3568
AMC	3568
AMRAAM	3576
AN	3576
ANNOUNCES	3568
ANTI-	3572
AODO	3576
APIs	3576
APL	3576
ART18	3568
ASM	3576
ASPRO	3575|3577|3585
AT4	3576
ATC	3576
AUS	3573
Ab	3575|3577|3585
Abair	3570
Abdul	3570
Ability	3578
Ableton	3574
About	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3577|3578|3579|3580|3581|3582|3583|3584|3585|3586
Abrams	3568|3569
Absolute	3575|3577|3585
Academic	3578|3579
Academies	3576
Academy	3568|3571|3572|3576
Acafellas	3568
Accessed	3578|3581
Accessible	3578
Accolades	3568
According	3568|3571|3579|3580
Accountability	3576
Accounting	3579
Accuracy	3576|3580
Accurate	3576
Achievement	3568|3571|3572
Achieving	3580
Achim	3574
Ackoff	3576
Acoustic	3570
Acquisition	3576
Act	3578
Acta	3576
Acting	3572|3573
Actions	3567|3568|3569|3570|3571|3572|3573|3574|3575|3576|3577|3578|3579|3580|3581|3582|3583|3584|3585|3586
Active	3576
Activities	3578
Actor	3568|3574
Actors	3568|3571
Actress	3568
Actually	3568
Adalian	3568
Adam	3568|3569|3574
Adams	3568|3569
Addict	3570
Additional	3568|3576|3580
Additionally	3576
Adjusted	3568
Adjustment	3568
Adler	3568|3573
Administration	3576|3579
Adnes	3582
Adrenaline	3569
Adrian	3571
Adsit	3568
Adult	3568|3581
Advanced	3576|3579
Advances	3576
Adventure	3571
Adventures	3568
Advertising	3568
Advisories	3576
Advisory	3576
Aeon	3575|3577
Aerial	3576
Aero	3570
Aeronautic	3576
Aeronautics	3576
