'	3868|3871|3879|3880|3885|3886
119	3886
1197	3876
119704	3886
11th	3867
12	3867|3868|3869|3870|3872|3873|3876|3877|3878|3879|3880|3881|3882|3884|3885|3886
12-episode	3872
12-year-olds	3881|3882
120	3876|3886
1200	3867
121	3886
122	3868|3886
123	3886
124	3886
125	3881|3882|3886
12516676	3870
126	3868|3886
12673727	3868
127	3886
128	3886
129	3886
129-30	3879
12th	3872
13	3867|3868|3870|3871|3872|3873|3876|3879|3880|3881|3882|3884|3885|3886
13-38	3886
130	3867|3872|3886
1301149933	3881|3882
131	3867|3886
132	3872|3885|3886
133	3867|3868|3886
13335	3876
134	3868|3886
135	3886
136	3880|3886
1360633247_0aaf666762627a4f5c22fce91d6e6fdf	3876
137	3886
138	3868|3885|3886
13816	3867
139	3867|3868|3885|3886
139610	3886
13TRANSPORTE	3867
14	3867|3868|3870|3872|3873|3876|3878|3879|3880|3881|3882|3884|3885|3886
14-page	3878
140	3885|3886
141	3867|3868|3876|3886
142	3867|3886
1421404680	3876
143	3868|3886
144	3867|3868|3886
145	3868|3886
146	3868|3879|3886
147	3880|3886
1471-2318	3876
1473198	3886
148	3868|3880|3886
149	3886
15	3867|3868|3872|3873|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
150	3886
1501	3872
151	3872|3886
1514	3867
1515	3867
1515a	3867
1519	3867
152	3868|3876|3886
1522-9149	3885
1525	3880
1527-408X	3885
153	3876|3886
154	3886
155	3876|3886
1552	3867
1555	3867
1558	3867
156	3868|3886
1561796	3876
157	3867|3886
1573	3886
1577	3867
158	3867|3876|3886
158628	3886
1589	3867
159	3886
1592	3867
15th	3870
16	3867|3868|3872|3876|3877|3879|3880|3881|3882|3884|3885|3886
160	3886
161	3876|3886
162	3886
1620	3876
163	3886
1630	3867
164	3868|3876|3886
1645522	3885
1649	3867
165	3878|3886
1651341	3872
1652556	3881|3882
1652828	3881|3882
166	3867|3886
1663704	3884
167	3868|3886
1674	3867
16799115	3876
168	3886
169	3868|3886
1690	3871
1693	3886
16th	3867|3868|3886
17	3867|3868|3870|3872|3876|3878|3879|3880|3881|3882|3884|3885|3886
17-minute-long	3886
170	3867|3880|3886
171	3880|3886
1719	3876
172	3886
1720	3867
1728	3867
173	3868|3886
174	3868|3886
1742	3871
1742-1795	3871
1746	3867
1747	3871
1748	3867
1749	3867|3871
175	3878|3886
1750	3867
1751	3867|3871
1756-63	3867
176	3867|3880|3886
1762	3867
1767	3867
177	3867|3886
1775	3867
1777	3867
177729019	3884
1778	3868
17799	3876
178	3867|3886
1785	3871
1789	3868
179	3886
1791	3868
1795	3871
1796	3867
179603676	3876
1799	3871
17th	3867
18	3867|3868|3869|3870|3872|3876|3877|3878|3879|3880|3881|3882|3884|3885|3886
18-	3872
180	3867|3886
1800018671	3880
1804	3868
181	3867|3886
181510	3877
1816	3868
1819	3868
182	3867|3886
1820	3868|3878
1821	3868
1822	3868
1823	3868
1826	3868|3871
183	3886
1830s	3868
1834	3868
1836	3868
1837	3867|3868
1839	3868
184	3886
1840	3868
1840s	3867
1844	3867
1847	3867
1848	3867
1849	3871
185	3868|3886
1854	3868
1859	3867
186	3886
1861	3868
1863	3867
1864	3868
1865	3867|3868
187	3868|3886
1876	3867
188	3868|3886
1880	3878
1881	3868
1885	3868
1886	3867
1887	3868|3878
1887-03-04	3878
189	3867|3886
1891	3868|3878
1895	3878
1896	3868
1898	3867
1899	3878
18th	3867|3868
18th-century	3886
19	3867|3868|3870|3872|3873|3876|3878|3879|3880|3881|3882|3884|3885|3886
190	3886
1900	3868
1901	3867
1902	3867
1903	3878
1905	3867|3878
19074295	3876
19074296	3876
1908	3867
1909	3867
191	3879|3886
1911	3878
1912	3867
1913	3867
1914	3867
1915	3867
1916	3867
1917	3867
192	3867|3886
1920	3867
1920s	3867|3878
1921	3867
1922	3868
1924	3867
1925	3867
1927	3867|3868
1928	3867
1929	3867|3878
193	3886
1930	3867
1930s	3867|3879
1931	3867
1932	3867
1933	3870
1935-1957	3880
1935_1954	3880
1937	3868
1939	3867
194	3867|3886
1940s	3879|3880
1942-2004	3873
1943	3867|3878
1943-2001	3880
1944-2005	3873
1946	3870|3880
1946-04-18	3870
1947	3870|3880
1948	3868|3878|3880
1949	3868|3876|3880
195	3885|3886
1950	3876|3880
1950's	3876
1950s	3867|3868|3876|3880|3886
1951	3867|3868|3878|3880
1952	3880
1953	3867|3880
1954	3868|3880|3886
1955	3867|3880
1955-2006	3873
1956	3867|3868|3880
1956-Present	3873
19566916	3876
1957	3867|3868|3880
1958	3867|3880|3886
1959	3867|3868|3870|3873|3876|3880
1959-1973	3870
196	3886
1960	3867|3870|3873|3876|3880
1960-1989	3872
1960s	3870|3873|3876|3880|3886
1961	3867|3870|3873|3880|3886
1962	3870|3876|3880|3886
1963	3867|3870|3876|3880|3886
1964	3870|3876|3880|3886
1964-03-20	3870
1965	3868|3870|3872|3876|3880
1966	3870|3880|3886
1966-1992	3880
1966-68	3867
1967	3867|3870|3873|3880|3886
1968	3870|3876|3880|3886
1968-2010	3880
1969	3875|3876|3880|3886
197	3867|3886
1970	3870|3880|3886
1970-11-12	3886
1970s	3867|3872|3876|3878|3880|3886
1971	3867|3868|3870|3872|3880|3886
1972	3870|3872|3880|3886
1972-1990	3872
1973	3872|3878|3880|3886
1974	3870|3872|3876|3880|3886
1974-75	3879
1975	3867|3868|3870|3872|3878|3879|3880|3885|3886
1975-12-13	3872
1975-12-27	3885
1976	3868|3872|3873|3880|3886
1977	3868|3870|3872|3880|3886
1978	3872|3879|3880|3886
1979	3867|3868|3870|3872|3873|3876|3878|3879|3880|3886
198	3886
1980	3867|3870|3872|3880|3886
1980s	3867|3872|3876|3886
1981	3867|3869|3870|3872|3879|3880|3885|3886
1981's	3879
1982	3867|3870|3872|3873|3879|3885|3886
1982's	3885
1982-1983	3885
1983	3867|3868|3870|3872|3885|3886
1984	3867|3868|3870|3872|3876|3880|3885|3886
1985	3869|3870|3872|3885|3886
1985's	3885
1985-11-16	3872
1986	3867|3868|3869|3870|3872|3873|3876|3885|3886
1986-1987	3885
1987	3867|3870|3872|3876|3880|3884|3885|3886
1987-02-01	3884
1988	3870|3872|3876|3879|3880|3885|3886
1988-02-01	3885
1988-05-26	3885
1988-10-20	3886
1989	3867|3868|3870|3872|3885|3886
199	3886
1990	3867|3870|3872|3873|3876|3878|3880|3886
1990's	3876
1990-present	3872
1990s	3867|3870|3872|3886
1991	3867|3870|3872|3886
1991-08-31	3886
1992	3867|3872|3880|3886
1992-05-30	3886
1992-08-01	3886
1993	3867|3872|3876|3886
1993-06-12	3886
1993-11-06	3886
1994	3868|3870|3872|3876|3880|3884|3886
1994-10-15	3886
1995	3867|3872|3879|3880|3886
1996	3867|3868|3872|3878|3880|3886
1997	3867|3868|3872|3876|3880|3885|3886
1997-10-20	3867
1998	3867|3870|3872|3873|3880|3885|3886
1998-06-18	3886
1998-09-03	3886
1999	3867|3872|3876|3879|3880|3884|3886
19th	3867|3868|3869
19xxx	3867
1Jh4dkcw0nsC	3880
1R1GGLL_en-GB___GB379	3880
1st	3867|3870|3872|3886
2	3867|3868|3869|3870|3871|3872|3873|3874|3875|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
2-8-2011	3872
2-84608-176-X	3886
2-part	3870
20	3867|3868|3869|3870|3872|3873|3874|3876|3878|3879|3880|3881|3882|3884|3885|3886
20-	3880
20-meter	3867
20-page	3872
20-year-old	3870
200	3867|3868|3881|3882|3886
200-foot-high	3867
200-word	3868
2000	3867|3868|3869|3870|3872|3880|3884|3885|3886
20007728	3876
2000s	3872|3874|3886
2001	3867|3868|3869|3872|3876|3880|3884|3886
2001-09-11	3872
2001-09-31	3869
2001-2005	3872
2001a	3867
2002	3867|3872|3876|3879|3880|3884|3886
2002's	3879
2002-Agosto	3867
2003	3867|3868|3869|3872|3874|3876|3878|3879|3881|3882|3884|3886
2003-01-24	3886
2003-07-15	3867
2003-10-03	3886
2003-11-03	3867
2004	3867|3868|3870|3872|3873|3874|3876|3879|3880|3884|3885|3886
2004-10-30	3867
20041030233039	3867
2005	3867|3868|3870|3872|3874|3875|3876|3880|3884|3885|3886
2005's	3879
2006	3867|3868|3870|3872|3873|3876|3878|3879|3880|3884|3886
2006-06-13	3886
2006-07-09	3867
2006-08-25	3886
2006-11-25	3867
2006-2008	3868
20061125161820	3867
2007	3867|3870|3872|3873|3875|3878|3879|3884|3885|3886
2007-01-10	3886
2007-01-25	3872
2007-03-17	3886
2007-03-26	3886
2007-03-28	3886
2007-04-03	3886
2007-04-25	3878
2007-04-30	3886
2007-05-01	3886
2007-05-07	3867
2007-05-30	3878
2007-10-12	3867
2007-11-05	3870
2007-12-17	3886
20071002080218	3886
20071012163601	3867
20071014175923	3886
20071130055912	3886
2008	3867|3868|3869|3870|3872|3876|3877|3879|3880|3884|3885|3886
2008-01-15	3867
2008-01-20-HBO-broadband_N	3872
2008-01-21	3872
2008-02-12	3867
2008-02-18	3876
2008-02-22	3872
2008-03-22	3884
2008-04-27	3886
2008-05-09	3886
2008-05-14	3878|3886
2008-05-18	3876
2008-06-03	3872
2008-06-15	3876
2008-06-26	3886
2008-07-09	3872
2008-08-06	3885
2008-11-28	3886
2008-2009	3867
20080115092617	3867
20080212132521	3867
20080218	3876
20080618_tabla_cuadro	3867
2009	3867|3868|3872|3873|3875|3876|3878|3879|3880|3881|3882|3883|3884|3885|3886
2009-01-08	3876
2009-01-10	3884
2009-01-13	3876
2009-02-02	3872
2009-03-03	3868|3886
2009-06-07	3876
2009-07-02	3867
2009-07-08	3867
2009-07-26	3867
2009-08-03	3867
2009-08-24	3872
2009-08-26	3876
2009-09-01	3886
2009-09-03	3875
2009-09-15	3886
2009-12-18	3881|3882
2009-12-19	3881|3882
2009-12-29	3881|3882
2009-present	3884
20093823	3885
20098282	3885
20099191	3885
200ml	3883
201	3867|3886
2010	3867|3868|3870|3872|3875|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
2010-01-18	3867
2010-02-01	3867
2010-02-03	3881|3882
2010-02-04	3881|3882
2010-02-08	3881|3882
2010-02-09	3881|3882
2010-02-16	3867
2010-02-17	3872
2010-02-24	3881|3882
2010-03-17	3881|3882
2010-03-26	3881|3882
2010-04-17	3867
2010-04-23	3884
2010-04-27	3884
2010-06-23	3867
2010-06-26	3867
2010-07-29	3870|3876|3881|3882
2010-07-30	3881|3882
2010-08-11	3884
2010-08-12	3881|3882
2010-08-19	3867
2010-08-20	3881|3882
2010-08-28	3874
2010-10	3881|3882
2010-10-15	3883
2010-10-18	3883
2010-11-07	3867
2010-11-10	3881|3882
2010-11-18	3881|3882
2010-11-22	3881|3882
2010-11-30	3883
2010-12-08	3884
2010-2011	3881|3882
2010s	3872|3874
2011	3867|3871|3872|3875|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
2011-01-11	3881|3882
2011-02	3881|3882
2011-02-11	3881|3882
2011-03-02	3885
2011-03-22	3884
2011-03-26	3881|3882
2011-04-28	3881|3882
2011-05-30	3884
2011-06-16	3881|3882
2011-06-28	3881|3882
2011-07-10	3881|3882
2011-07-20	3886
2011-08-11	3884
2011-08-17	3881|3882
2011-08-31	3884
2011-09-04	3881|3882|3883
2011-09-07	3881|3882|3883
2011-09-10	3881|3882|3883
2011-09-12	3881|3882
2011-09-18	3881|3882
2011-09-19	3884
2011-10-11	3872
2011-11-09	3884
2012	3867|3868|3869|3870|3871|3872|3873|3874|3875|3876|3878|3879|3880|3881|3882|3883|3884|3886
2012-02-03	3879
2012-03-08	3870
2012-03-23	3870
2012-05-25	3884
2012-09-20	3872
2012-09-24	3872
2012-10-05	3872
2012-10-17	3886
2013	3867|3868|3870|3871|3872|3875|3876|3877|3878|3880|3884|3885|3886
2013-01-08	3867
2013-01-23	3872
2015	3867
2017	3872
2018	3868
2019	3868|3880|3884
202	3886
202009	3867|3880
203	3868|3886
204	3867|3886
20470899	3876
205	3886
206	3867|3886
207	3886
20812	3872
20Cadets	3880
20Encuesta	3867
20Habana	3867
20ID	3876
20PVs	3867
20Record	3876
20Summer	3880
20Tour	3880
20US	3880
20a	3867
20bob	3880
20de	3867
20dylan	3880
20habana	3867
20heartbreak	3880
20hotel	3880
20is	3880
20la	3867
20n	3868
20really	3880
20resumen	3867
20riggs	3880
20sanders	3872
20show	3872
20th	3867|3869|3870|3872|3876|3880
20th-century	3870|3885
21	3867|3868|3870|3872|3876|3878|3879|3880|3881|3882|3884|3885|3886
212	3886
213	3876
217	3868|3871
217Coordinates	3871
21st-century	3870|3884
22	3867|3868|3872|3875|3876|3878|3879|3880|3881|3882|3884|3885|3886
22-member	3878
222-223	3886
223	3867|3868
224	3886
225	3886
226379163	3869
227	3880
2275	3879
2277877	3881|3882
2295	3879
229724149_257215678_1	3867
22Heart	3879
22unicode	3868
23	3867|3868|3869|3871|3872|3873|3876|3880|3881|3882|3884|3885|3886
23-year-old	3878
230	3868
231	3886
232	3886
236	3867|3876
238	3880
239	3886
23rd	3871
23x02BB	3868
24	3867|3868|3872|3875|3876|3877|3879|3880|3881|3882|3884|3885|3886
24-27	3886
24-hour	3872
240	3871|3876|3886
2408776	3876
2408783	3876
241	3886
2410000	3876
243	3867
244	3867
246	3886
247	3880
25	3867|3868|3872|3876|3878|3879|3880|3881|3882|3884|3885|3886
250	3879|3880
250p	3867
252	3880
255	3879
257	3868
258	3868
259	3868
26	3867|3868|3872|3876|3877|3879|3880|3881|3882|3884|3885|3886
262	3869
2649323	3876
2649328	3876
266	3869
268	3867|3868
269	3868
27	3867|3868|3872|3876|3878|3879|3880|3881|3882|3884|3885|3886
270	3868|3879|3886
2703873	3876
271	3868|3886
273	3886
275	3868|3886
276	3876|3886
27799	3876
278	3868|3886
27Heartbreak	3880
27Rourke	3885
27ai	3869
27i	3869
27ll_Have_to_Go	3873
27th-rate	3886
28	3867|3868|3872|3876|3878|3879|3880|3881|3882|3884|3885|3886
281	3867|3868
2810112	3876
282	3868
286	3868
288	3886
2894568	3876
29	3867|3868|3869|3872|3876|3878|3879|3880|3881|3882|3884|3885|3886
294	3886
297	3886
2A	3885
2BPerfectlyHonest	3870
2FXOagNuv0wC	3885
2Fspan	3868
2MxRAAAAIBAJ	3885
2Yg-pQC96Qw	3872
2nd	3867|3870|3886
3	3867|3868|3869|3870|3871|3872|3873|3874|3875|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
3-2	3884
30	3867|3868|3869|3870|3871|3872|3875|3876|3878|3879|3880|3881|3882|3883|3884|3885|3886
30-November	3872
30-year	3867
300	3867|3868|3872|3878|3879
301	3872
301-1	3881|3882
302	3872
303	3872
304	3868|3872|3886
305	3872|3886
306	3867|3868
3068323	3867
307	3872
308	3872
31	3867|3868|3870|3872|3873|3876|3879|3880|3881|3882|3884|3885|3886
3114-electa-nueva-presidenta-del-poder-popular-en-la-habana	3867
312	3886
3162506	3886
32	3867|3868|3872|3876|3879|3880|3881|3882|3885|3886
321	3886
322	3868|3886
324	3867|3868|3886
325	3868|3872
326	3867|3886
328	3886
329	3886
33	3867|3868|3872|3876|3879|3880|3881|3882|3885|3886
330	3878
331	3868
332	3868
333	3868
334	3868
334_12	3867
335	3868|3876
336	3868
338	3868
34	3867|3868|3872|3876|3880|3881|3882|3885|3886
344	3886
345	3886
347	3886
35	3867|3868|3869|3871|3872|3876|3880|3881|3882|3885|3886
35-story	3867
35-year	3867
35-year-old	3872
350	3867|3886
355	3876
36	3867|3868|3869|3872|3876|3878|3880|3881|3882|3885|3886
360	3872
3638237	3885
37	3867|3868|3872|3876|3879|3880|3881|3882|3885|3886
372	3886
373	3868
38	3867|3868|3872|3874|3876|3880|3881|3882|3885|3886
383	3867
383Coordinates	3867
386	3868
39	3867|3868|3872|3873|3876|3880|3886
390623	3885
391	3880
392	3880
39756	3867
399	3868
3A	3885
3B	3868
3C	3868
3Cspan	3868
3D	3868|3872|3884
3D-only	3872
3E	3868
3ZEUAQAAIAAJ	3886
3chordsaday	3873
3e	3886
3rd	3867|3880|3886
4	3867|3868|3869|3870|3871|3872|3873|3874|3875|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
4-3-4-3-4-3-4-4	3879
4-disc	3873
40	3867|3868|3872|3876|3880|3886
40-smash-hits-massive-r543388	3880
400	3867|3872|3873
400-413	3872
4000	3868
4022	3867
406	3868
40fit-i	3867
41	3867|3868|3872|3876|3880|3886
413	3867
42	3867|3868|3872|3876|3879|3880|3886
423	3886
43	3867|3868|3872|3876|3880|3886
44	3867|3868|3872|3876|3880|3885|3886
4411348	3885
4411348Coordinates	3885
443	3886
444	3876
44410	3886
45	3867|3868|3872|3876|3877|3880|3886
450	3868
451	3868
455	3867
457	3876
459	3868
46	3867|3868|3872|3876|3880|3881|3882|3886
465	3876
47	3867|3868|3872|3876|3880|3886
4747739	3880
475	3868
476	3867
478	3868
47th	3879
48	3867|3868|3872|3874|3880|3886
480i	3872
488	3873
49	3867|3868|3872|3874|3880|3886
499408	3881|3882
4SD	3872
4e98823d3a37a010VgnVCM100000d90ca8c0RCRD	3867
4leHQDbq6MEC	3880
4n	3868
4th	3886
5	3867|3868|3869|3870|3871|3872|3873|3875|3876|3877|3878|3879|3880|3881|3882|3883|3884|3885|3886
5-2	3886
5-billion	3876
50	3867|3868|3872|3878|3879|3880|3881|3882|3883|3884|3886
50's	3880
500	3867|3879|3880|3886
501	3867|3872
501779644	3874
502	3872
503	3872
504	3872|3880
505	3872
506	3872|3886
507	3872
508	3872
509	3872
50th	3873|3884
51	3867|3868|3872|3873|3880|3884|3886
519	3867
52	3867|3868|3872|3880|3886
52-ABB-dc	3869
522305352	3881|3882
522305375	3883
526578199	3873
5282780	3886
528940694	3879
529	3867
53	3867|3868|3872|3876|3880|3885|3886
53-year-old	3870
530262829	3869
531883243	3875
532350149	3871
534663231	3877
534683	3880
535	3867
535308685	3884
536520403	3867
536824774	3880
537068213	3868
537268263	3878
537386049	3870
537801986	3876
537966764	3885
538117264	3872
538129847	3886
54	3867|3868|3871|3872|3879|3880|3886
540	3886
55	3867|3868|3872|3880|3881|3882|3886
55-56	3880
552	3867
56	3867|3868|3872|3876|3880|3886
564	3867
57	3867|3868|3872|3879|3880|3886
572	3868
577	3867
58	3867|3868|3872|3879|3880|3886
583	3871
584973	3885
586	3867
59	3867|3868|3872|3874|3879|3880|3881|3882|3883|3884|3886
59295451	3885
5942383	3886
5944670	3886
599	3876
5G0DAAAAIBAJ	3885
5Pvi-ksuKFIC	3867
5Star	3872
5StarMax	3872
5SzQPa3ggCA	3872
5ad1c081663fdf9b41d84b903208c22a	3876
5fbdbaf471a1b0aa7d245f019fc08a0c	3867
5naE3XjLO	3867
5th	3870|3876
5wiVCU59l	3886
5wiVpMP9i	3886
5wiWICFm3	3886
5wiYWL3qD	3886
5wtlmWJSs	3885
5yH5C8TzJ	3881|3882
5yH5QDjAH	3881|3882
5yH5bhbE5	3881|3882
5ylIybx3x	3885
6	3867|3868|3869|3870|3871|3872|3873|3875|3876|3878|3879|3880|3881|3882|3883|3884|3885|3886
6-year	3872
6-yxUyss_ycC	3867
60	3867|3868|3872|3879|3880|3886
60-metre	3867
600	3867|3869|3872
6000	3868
6000-year	3868
60iQqjtTh	3885
60iSc98kv	3885
61	3867|3868|3872|3880|3886
610	3876
61389	3876
618	3879
62	3867|3868|3871|3872|3880|3886
62032	3880
627	3867
63	3867|3868|3872|3880|3886
634	3867
639-2	3868
639-3	3868|3869
64	3867|3868|3871|3872|3876|3880|3886
65	3867|3868|3870|3872|3876|3880|3885|3886
650	3876
656	3867
6595920	3886
66	3867|3868|3870|3872|3876|3880|3886
661163	3884
667726	3872
6698	3885
67	3867|3868|3872|3880|3886
68	3867|3868|3872|3880|3886
685	3867
687	3867
69	3867|3868|3872|3880|3886
699	3868
6A	3885
6NW5ij_pN8oC	3880
6f392b57b6ec1340	3880
6th	3867|3873
7	3867|3868|3869|3870|3871|3872|3873|3874|3875|3876|3878|3879|3880|3881|3882|3883|3884|3885|3886
70	3867|3868|3872|3880|3886
70's	3886
700	3867|3878
701	3867
7040	3876
71	3867|3868|3872|3880|3886
7129	3881|3882
72	3867|3868|3871|3872|3880|3881|3882|3886
72054481	3876
7243	3879
728	3867
72nd	3886
73	3867|3868|3872|3879|3880|3884|3886
73-otros-titulares	3867
74	3867|3868|3872|3880|3886
745VGuMX9Ww	3884
75	3867|3868|3872|3886
75002	3881|3882
754	3867
758	3867
76	3867|3868|3872|3886
768	3867
77	3867|3868|3872|3886
78	3867|3868|3872|3886
7837	3886
79	3867|3868|3872|3876|3886
7bCBYl1V2xAC	3880
7oz	3883
8	3867|3868|3869|3870|3871|3872|3873|3875|3876|3878|3879|3880|3881|3882|3883|3884|3885|3886
8-year	3867
80	3867|3868|3872|3876|3877|3878|3879|3886
80-percent	3872
800	3867|3872
80347547	3884
81	3867|3868|3872|3886
819	3867
82	3867|3868|3872|3886
8216	3868
8236	3886
83	3867|3868|3869|3872|3886
836	3867
84	3867|3868|3872|3886
85	3867|3868|3872|3884|3886
850	3872
85283	3884
858	3867
858387	3879
85th	3886
86	3867|3868|3872|3886
869	3873
87	3867|3868|3872|3886
87-88	3886
88	3867|3868|3878|3885|3886
882236	3879
89	3867|3868|3870|3885|3886
8928	3868
899-913	3872
8D	3867
8Dlelo	3868
8th	3886
9	3867|3868|3869|3870|3871|3872|3873|3876|3878|3879|3880|3881|3882|3883|3884|3885|3886
9-11	3869
90	3867|3868|3886
90's	3872
900	3867
91	3867|3868|3886
911	3867
912	3867
917	3867
92	3867|3868|3886
921	3867
924	3867
925	3867
929	3867
