'	3789|3790|3797|3802
0520209494	3790
0527-01R	3795
06	3795|3796
069	3799
07	3788|3795|3802
075	3800
08	3795|3805
080	3799
089	3795
08_02_99	3795
09	3802
0CDAQ6AEwAA	3799
0guVA19YUVoC	3801
0x8AFchW4JsC	3790
1	3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
1-1	3806
1-10	3801
1-25	3800
1-38	3801
1-55783-681-7	3790
1-57958-058-0	3790
1-59863-330-9	3789
1-671	3795
1-871560-85-3	3802
1-872639-46-1	3806
1-881649-73-3	3790
10	3788|3789|3790|3791|3793|3794|3795|3796|3797|3799|3800|3801|3802|3804|3805|3806
100	3790|3793|3795|3798|3799|3800|3802|3803|3805
1000	3795|3799|3800
1002	3795
1007	3791
101	3802
103	3799|3800
1037	3789
105	3795
107	3802|3805
107th	3799
108	3795|3799|3802
1080	3795
108623013	3800
1090	3791
1094	3795
10th	3802
11	3788|3789|3790|3791|3794|3795|3796|3797|3799|3800|3801|3802|3804|3805|3806
11-string	3806
110	3795|3799|3800|3806
1102012	3791
111	3799|3802
112	3799|3802
113	3799|3800
114	3802
1145	3791
118	3806
1181	3795
119	3806
1192028_manchester_evening_news_sold_by_guardian_media_group_	3798
11996329	3795
11th	3806
12	3789|3790|3791|3793|3794|3795|3796|3797|3799|3800|3801|3802|3804|3805|3806
12-periodicity	3791
12-string	3806
120	3802
1200	3799|3800|3806
12000	3799
1204	3802
121	3802|3806
122	3799
1236	3805
123c	3802
1246	3799
12524	3806
126	3791|3805
1268481	3802
127ff	3802
128	3800
1280pp	3788
129	3799
12th	3802|3806
13	3789|3790|3795|3799|3800|3801|3802|3805|3806
131	3800
131st	3799
132	3795|3799
133	3795
1339	3802
134	3799|3802
135	3795|3800
136	3799
137	3806
1371	3795
1372	3802
138	3801
138290	3791
13th	3806
14	3789|3790|3795|3799|3800|3801|3802|3803|3805|3806
14-hundred	3795
141	3789|3799
142	3795
144	3795
145	3795
1452474	3790
146	3806
148-149	3799
1481	3802
148956	3799
14_canons	3802
14th	3795|3806
15	3789|3790|3791|3792|3794|3795|3799|3800|3801|3802|3805|3806
15-member	3795
150	3805
1500	3799|3800
1511	3801
1512	3801
1519	3799
1519-1821	3799
152	3795
152-160	3799
1521	3795
1524	3799
1527	3799
154	3795|3796
1541	3799
1545	3799
155	3795|3800
1554	3806
1564858	3795
1565	3795
1576	3806
158	3790|3795|3806
159	3795|3800
15th	3806
16	3789|3790|3793|3795|3798|3799|3800|3801|3802|3805|3806
160	3806
1628	3800
1639	3797
164	3799|3802
165	3799
1651	3802
166	3795
1668	3795
1672	3806
1674	3806
1676	3799
167th	3795
16961294	3802
16th	3788|3806
17	3789|3790|3793|3794|3795|3799|3800|3801|3802|3805|3806
17-month	3799
1704	3802
172	3799
173	3795|3796|3805
173-175	3799
174	3795|3802
17501874	3802
176	3795
176th	3802
1773	3799|3800
1774	3799
1775	3800
1776	3799|3800
178	3795|3800
17th	3795|3802
18	3789|3790|3793|3795|3796|3799|3800|3802|3805|3806
180	3795
1800	3806
181	3800
1812	3795|3802
1815	3795
1817	3806
182	3799
1821	3798|3799|3800
1823	3799
1825	3799
183	3800
1830s	3791
1838	3799
184	3800
1840	3799
1840s	3806
1842	3790
1848	3802
1856	3806
1859	3795
186	3795
1865	3799
1866	3802
1871	3799
1877	3801
1878	3801
1879	3802
188	3802
1880	3791
1880s	3790
1881	3801
1882	3799
1883	3802
1884	3791
1885	3799
189	3800
1890	3790
1890-10-02	3790
1890s	3790
1892	3802|3806
1893	3806
18944882	3795
1896	3801
1896232	3791
1898	3795|3799
1899	3795
18th	3802
19	3789|3790|3794|3795|3796|3799|3800|3802|3805|3806
19-2003	3799
190	3790|3799
1900	3790|3795|3799
1903	3802
1905	3790|3795|3801
1907	3798
19088	3790
1909	3790
190th	3795
191	3800
1910	3795
1911	3790
1911-vintage	3802
1912	3794
1914	3802
1915	3790
1916	3802
1917	3795
1918	3802|3806
192-213	3801
1920	3790|3795|3799
1920s	3790
1921	3790|3794
1922	3790
1923	3799
1924	3790|3798
1925	3790
1927	3801
1928	3790
1929	3790
193	3802
1930	3790|3795
1930s	3796|3806
1931	3790|3795|3806
1932	3790|3801|3802
1932-1992	3792
1933	3790
1934	3802
1935	3790|3792|3795
1935-07-22	3792
1936	3790|3802
1937	3790|3795
1938	3790
1939	3790|3791
194	3799
194-195	3800
1940	3790|3795|3802
1940's	3790
1940-45	3802
1940s	3790
1941	3790|3795
1943	3790|3793
1943-12-12	3793
1944	3795|3799
1945	3790|3792|3795|3802
1946	3790
1947	3790|3795
1948	3790|3799|3801
1949	3790|3799|3801
195	3791|3795|3802
1950	3790|3795|3800|3801|3805
1950s	3789|3790|3799
1951	3790|3799|3805
1952	3790|3792|3799
1953	3790|3792|3801
1953-present	3792
1954	3790|3799|3805
1955	3790|3805
1956	3790|3792
1957	3790|3792|3799
1958	3790
1959	3790
196	3795|3806
1960	3790|3791|3792|3795|3799
1960-12-14	3795
1960-1961	3790
1960s	3790|3802|3806
1961	3790|3792|3795|3799
1962	3790|3795
1963	3790|3799
1964	3790|3791|3793|3801
1964793	3796
1965	3790|3792
1966	3795|3799|3801
1967	3789|3790|3792|3793|3799
1967-1973	3792
1968	3790|3806
1969	3791|3792|3802
197-page	3805
1970	3791|3792|3793|3795|3799|3802|3803
1970s	3790|3793|3799|3800|3804|3806
1971	3787|3790|3792|3793|3802
1972	3790|3791|3792|3793|3795|3799|3801|3805
1973	3790|3792|3793
1973-1994	3792
1974	3790|3792|3793|3799|3804
1975	3790|3792|3793|3795|3801|3805
1976	3790|3792|3793|3795|3799|3802|3805
1976850	3802
1977	3788|3790|3793|3801|3805|3806
1977-08-19	3790
1978	3790|3792|3793|3795|3799|3804|3806
1979	3790|3792|3793|3799|3803|3804
1979-04-06	3804
1979-04-21	3804
1980	3791|3793|3795|3799|3803
1980s	3790|3793|3795|3799|3803|3806
1981	3790|3793|3795|3803|3804
1982	3790|3793|3799|3802|3806
1982-1983	3799
1983	3804
1984	3793|3799
19840362	3802
1985	3790|3792|3793|3799
1986	3791|3792|3793|3794|3799|3802
1987	3791|3793|3801|3802
1988	3790|3792|3793|3799|3801|3806
1989	3792|3793
1990	3791|3792|3793|3795|3799|3800|3805|3806
1990s	3789|3793|3795|3799|3806
1991	3791|3805
1992	3789|3790|3792|3793|3794|3795|3799|3801|3802|3806
1993	3795|3797|3798
1993-08-03	3806
1994	3791|3792|3793|3802|3805
1994-09-20	3795
1995	3789|3793|3794|3795|3797|3805
1995-06-01	3800
1996	3790|3793|3794|3795|3799|3802|3803
1996-08-05	3795
1996-2000	3799
1996science	3795
1997	3790|3791|3793|3795|3796|3799|3801|3802
1998	3795|3799|3805
1998-	3801
1999	3789|3792|3793|3795|3796|3799|3804
1999-06-04	3790
1999-06-11	3790
1999-12-17	3793
19th	3788|3792|3799|3802|3806
1Xtra	3798
1da69a4192b5b010VgnVCM100000d90ca8c0RCRD	3800
1pi	3797
1px	3797
1s	3797
1st	3797|3802|3806
2	3787|3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
20	3789|3790|3794|3795|3799|3800|3801|3802|3804|3805|3806
200	3799|3800|3802
2000	3790|3791|3792|3793|3795|3796|3797|3799|3800|3801|3805
2001	3790|3791|3792|3793|3795|3796|3799|3802|3803|3805|3806
2002	3789|3791|3795|3796|3799|3800|3802|3805
2002-11-20	3805
20021120040920	3805
2003	3790|3791|3795|3799|3801|3802|3804|3805|3806
2003-08-21	3795
2003-10-15	3795
2004	3795|3796|3797|3799|3802|3805
2004-02-28	3795
2004-06-11	3805
2004_Guam_Yearbook_FinalR2_Full	3795
2005	3789|3790|3791|3795|3796|3799|3800|3802|3805
2005-06-19	3800
2005-10-07	3800
2005-10-29	3795
20050428185829	3795
20051007	3800
20051029043436	3795
2006	3787|3791|3795|3796|3797|3799|3800|3801|3802|3803|3805
2006-05-10	3795
2006-06-15	3795
20061106005761	3805
2007	3787|3788|3789|3790|3793|3794|3795|3796|3797|3798|3799|3800|3802|3805|3806
2007-04-16	3796
2007-04-17	3796
2007-04-18	3796
2007-05-30	3790
2007-06-01	3793
2007-06-12	3796
2007-06-14	3795
2007-06-15	3795
2007-06-16	3795
2007-07-13	3795
2007-07-19	3795
2007-07-28	3795
2007-07-29	3790
2007-08	3790
2007-08-03	3789
2007-08-09	3790
2007-08-10	3795
2007-08-19	3795
2007-11-08	3795
2007-12-14	3795
20070416093857	3796
20070417002350	3796
20070614151423	3795
20070713093749	3795
20070810064606	3795
20071213232039	3795
20071214003451	3795
2008	3787|3792|3795|3799|3800|3802|3803|3805|3806
2008-02-02	3800
2008-02-09	3800
2008-03-29	3800
2008-05-04	3805
2008-06-24	3806
2008-06-25	3790
2008-08-14	3804
2008-08-28	3792
2008-12-05	3792
20080202120854	3800
20080209212714	3800
20080420083039	3799
2009	3789|3790|3791|3795|3799|3800|3802|3803|3805|3806
2009-02-01	3805
2009-04-14	3805
2009-04-24	3802
2009-06-07	3795
2009-07-04	3800
2009-07-08	3800
2009-07-25	3800
2009-09-29	3805
2009-10-19	3806
2009-10-29	3805
2009-11-21	3795
20090206082017	3799
2010	3787|3789|3790|3792|3793|3794|3795|3798|3799|3800|3802|3805|3806
2010-02-09	3798
2010-02-10	3805
2010-02-16	3795
2010-02-18	3795
2010-02-19	3795
2010-02-24	3800
2010-02-25	3795
2010-05-05	3795
2010-06-01	3800
2010-06-02	3800
2010-06-03	3800
2010-06-09	3800
2010-06-15	3806
2010-06-21	3790
2010-09-12	3795
2010-10-12	3795
2010-10-19	3805
2010-12-28	3795
20100218	3795
20101222131747	3799
2011	3787|3788|3789|3790|3792|3794|3795|3799|3800|3801|3802|3804|3805|3806
2011-05-08	3806
2011-09-15	3800
2011-10-19	3795
2011-11-04	3805
2012	3787|3790|3791|3792|3793|3794|3795|3797|3798|3799|3800|3801|3802|3803|3805|3806
2012-01-02	3799
2012-01-06	3802
2012-02-10	3805
2012-06-13	3795
2012-08-19	3795
2012-09-09	3795
2012-09-27	3795
20120	3790
2013	3788|3789|3790|3791|3793|3794|3795|3796|3797|3799|3800|3802|3804|3805|3806
2014	3795|3800
2015	3795
2019-2003	3799
202	3800
2020	3795
202003	3799
2020100330	3802
20207581	3799
2025	3792
205	3795
206th	3802
209	3795|3799|3800
20Guernsey	3802
20HR	3802
20LOs	3802
20PARAMETROS	3800
20PDF	3799
20Submission	3802
20administration	3802
20and	3802
20en	3799
20leyes	3799
20th	3788|3790|3791|3799|3800|3804|3806
20v1	3802
21	3790|3791|3795|3796|3797|3799|3800|3801|3802|3804|3805|3806
21-	3789
210	3797
211	3800
212	3795|3799
2125	3801
213	3795|3800
215	3791|3799
216618	3799
217	3795
21767048	3789
2180306	3795
219	3802
21st	3800
22	3790|3792|3794|3795|3796|3798|3799|3800|3802|3804|3805|3806
220	3790|3795|3799
2223010	3791
223rd	3802
224	3802
226	3802
23	3790|3795|3796|3799|3800|3801|3802|3803|3805|3806
23-10-2012	3797
230	3799
2307	3791|3795
232	3794|3802
236	3800
237	3800
2371016	3796
238	3790
239	3791
24	3790|3792|3795|3796|3799|3800|3802|3805|3806
240	3802
24098	3803
241933	3805
244	3805
245	3800
24512	3804
246	3806
248	3800
249	3802
24m	3802
24th	3806
25	3790|3792|3794|3795|3796|3799|3800|3801|3802|3805|3806
250	3795|3799|3802|3805
2504193	3791
252	3799
253	3799
254	3795|3798
256	3799
258	3799|3802|3805
25th_Guam_Legislature	3795
26	3790|3795|3796|3799|3800|3802|3805|3806
26269	3796
26444	3796
26446	3796
267	3800|3802
26721	3796
2676	3801
2690312	3791
27	3790|3794|3795|3799|3800|3802|3805|3806
27-year-old	3799
271	3800
273	3802
274	3800
275	3795
276	3799
2773	3800
2788	3806
28	3790|3795|3797|3799|3800|3801|3802|3805|3806
280	3799
285-310	3789
287	3805
287103092	3802
288	3805
289	3805
29	3790|3795|3798|3799|3800|3801|3802|3805|3806
29-30	3801
290	3795
291-300	3800
29314817	3792
294	3790
297	3794
298	3795
2999	3799
2CLP	3799
2CNGDPDPC	3799
2CPPPGDP	3799
2CPPPPC	3799
2D15	3795
2Ded	3795
2F10	3795
2Fjournal	3795
2nd	3789|3791|3797|3800|3801|3806
2p	3797
2s	3797
3	3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
3-12	3806
3-540-52290-5	3791
30	3793|3795|3796|3799|3800|3801|3802|3805|3806
300	3795|3802|3805
300-year-old	3806
305	3791|3802
3083932	3805
30th	3802
31	3790|3795|3796|3798|3799|3800|3802|3805
312	3796
314	3795
315	3800
3166	3795|3799|3802
3166-1	3802
31NDE5cmMxMGNORGt1TkRVeU5nPT1jTFRJdU5UTXdOalE9	3802
32	3795|3799|3800|3801|3802
320	3788|3795
321	3806
322	3802|3806
329	3799|3806
32nd	3795
33	3795|3799|3800|3801|3802
33-fret	3806
330	3800
331	3795|3802
332	3795
334	3799
3341	3795
338	3795
34	3789|3794|3795|3799|3800|3802|3803
344	3795
348	3799
35	3790|3795|3798|3799|3802
3500	3799
358	3795
36	3789|3795|3796|3797|3799|3800|3802
36131259	3791
362835	3791
362837	3791
364	3791|3802
368	3795
37	3795|3799|3802
370	3799
374	3802
37th	3795
38	3791|3795|3799|3800|3802
380	3799
384	3799
385	3799
386-	3801
386-444	3801
388	3801
38868000	3802
39	3789|3795|3799|3800|3802
391	3795
39318	3796
3Adoi	3795
3D	3798
3a	3806
3laWpjUkWLcC	3801
3p	3797
3rd	3795|3806
3s	3797
4	3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
40	3790|3793|3795|3799|3800|3802
400	3795|3799
4024	3800
403-437	3801
403-447	3801
406	3795|3799
4077	3790
409	3802
4097	3800
41	3791|3795|3798|3799|3800|3802|3806
413	3791
42	3787|3790|3795|3799|3800|3802|3806
426	3799
42929	3800
43	3790|3791|3795|3799|3802
430367	3799
433	3802
44	3792|3795|3798|3799|3801|3802|3804|3806
44-01	3793
441	3800
443-461	3789
443285	3799
445	3799
446	3802
44d	3802
45	3795|3799|3800|3802|3804
45-71	3797
450	3799|3805
455	3799
456	3794|3796
4572	3801
45rpm	3803
46	3795|3799|3800|3802|3803
463	3799
464	3805
467	3802
468	3802
47	3795|3799|3800|3802
473	3799
48	3795|3799|3800|3802
480	3799
485	3795
488	3802
489	3790|3799
49	3790|3795|3798|3799|3802
49028	3800
491	3799
498	3795|3802
49842	3800
4e84399a03003110VgnVCM2000000c205a0aRCRD	3800
4e98823d3a37a010VgnVCM100000d90ca8c0RCRD	3800
4oD	3798
4seven	3798
4th	3802|3806
4th-fret	3806
5	3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
5-Time	3800
50	3789|3790|3791|3794|3795|3798|3799|3800|3801|3802|3805|3806
50-50	3794
500	3795|3799|3800|3805
502	3799
505972	3800
506	3796
508	3802
509	3795
51	3790|3795|3799|3802
512	3802
515557028	3787
517	3799
517687812	3803
52	3795|3799|3800|3802|3806
520	3799
520-543	3801
527	3799
529	3799
529211815	3798
529612410	3792
53	3795|3799|3800
530499458	3801
531	3791
531644489	3793
533872356	3789
533986827	3804
53528	3800
53528Coordinates	3800
536424709	3794
536548600	3790
537351291	3788
537476499	3797
537496780	3799
537635340	3800
537763195	3791
537826189	3802
537831965	3796
537902180	3806
538001522	3795
538123293	3805
54	3789|3790|3793|3795|3799|3800|3802
541	3795
549	3795|3802
55	3795|3799|3800|3802|3805
5598	3797
56	3793|3795|3799|3800|3801|3802
56th	3793
57	3795|3799|3801|3802
571537-Biblia-en-guarani-es-incluida-oficialmente-en-el-Vaticano	3797
572	3791
573	3802
574	3799
57577446	3800
578	3802
58	3795|3799|3800|3802
583	3802
585	3806
59	3788|3791|3795|3796|3799|3800|3802
592	3802
5980491	3805
5USA	3798
5th	3806
5th-fret	3806
6	3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3804|3805|3806
6-8	3806
60	3794|3795|3799|3800|3802|3806
600	3794|3795|3796|3800
6000	3802
61	3795|3799|3800|3801
61333	3800
613646	3803
62	3795|3799|3800|3802|3806
620	3799
626	3802
63	3795|3796|3799|3800|3802|3806
63-year-old	3790
633	3799|3800
639-1	3797
639-2	3797
639-3	3788|3797
64	3795|3799|3800
65	3788|3795|3799
650	3794
6500	3799|3805
650389	3800
652083	3800
66	3795|3799|3802
665	3799
67	3795|3802|3806
671	3795
675	3794|3806
68	3795|3800|3801|3802
68-101	3801
69	3790|3799|3800
692	3800
693	3799
695	3806
696	3802
69th	3799
6th	3797|3800|3806
7	3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
70	3795|3799|3802|3805
70-kopeck	3796
700	3795
7002973000000000000973	3802
70031549000000000001	3802
70031891000000000001	3802
70032188000000000002	3802
70032409000000000002	3802
70032498000000000002	3802
70032696000000000002	3802
70032752000000000002	3802
70033808000000000003	3802
70033816000000000003	3802
70033900000000000003	3802
70033914000000000003	3802
70034468000000000004	3802
70035446000000000005	3802
70036219000000000006	3802
70036267000000000006	3802
70038592000000000008	3802
70038975000000000008	3802
70039573000000000009	3802
700416488000000000016	3802
701	3800
709	3799
70s	3790|3795
71	3799
71462	3799
72	3795|3800
728	3799
73	3800
736	3800
738	3801
74	3794|3795|3799|3800
75	3789|3795|3800|3802
752	3802
758	3801
76	3795|3800|3802|3805
764	3796
7691	3805
76ers	3793
77	3790|3792|3795|3800
771	3799
774	3795
775	3802
7781	3802
78	3795|3800|3802
780	3794
781	3795
7839	3802
78th	3790
79	3795|3800|3803
7911	3802
797	3795
7th	3795
8	3788|3789|3790|3791|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3804|3805|3806
8-14	3801
8-future	3795
8-string	3806
80	3788|3795|3800|3802
800	3795|3806
801	3799
803	3802
805	3795
806	3795
808	3802
80s	3798
80th	3801
81	3795|3805
810	3796
816	3802
817	3806
817---an	3806
819	3802
81st	3790
82	3795|3799|3800|3802|3806
823	3802
824	3799
83	3795|3800|3806
830	3795|3799
831	3802
84	3790|3795|3800|3802
84-88622-07-4	3799
85	3790|3795|3797|3799|3800
854	3802
85th	3799
86	3790|3795|3800|3802
863090	3791
8681	3799
87	3795|3801
87-88	3789
88	3790|3795|3799|3800
885	3799
886	3799
889	3799
89	3790|3800|3802
890	3799
891	3802
897	3799
8PM	3794
8th	3806
9	3788|3789|3790|3791|3792|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3805|3806
90	3789|3790|3794|3795|3799|3800
900	3795|3799|3800|3802
9000	3799
90255	3799
905	3800
90s	3798
91	3795
911	3795
914	3802
915	3802
9171	3799
92	3795
921	3800
93	3795|3799|3800
933	3802
938	3796
93rd	3790
94	3795|3806
940	3799
95	3795|3800|3801
95-103	3801
950248	3799
953	3802
96	3790|3795
9677	3796
96910	3795
96932	3795
97	3799|3802
975	3802
976	3800
978-0-19-560528-0	3791
978-0-19-929633-0	3801
978-0-226-31721-2	3791
978-0-226-45238-8	3801
978-0-300-07278-5	3801
978-0-387-52290-6	3791
978-0-387-97370-8	3791
978-0-521-55987-4	3791
978-0-567-08231-2	3801
978-0-691-08017-8	3791
978-0-7658-0352-8	3795
978-0-8020-4187-6	3801
978-0-8248-1678-0	3795
978-0-88385-757-1	3791
978-0-931464-38-6	3801
978-0-9549775-0-4	3802
978-1-85075-282-0	3801
978-1-883053-32-1	3801
978-1-904994-67-1	3805
978-3-540-41158-1	3791
978-3-8297-1154-8	3802
978-85-7914-371-7	3794
978-88-02-02440-0	3801
978-90-5693-035-6	3801
979	3795
979-0-9016791-7-7	3806
98	3800|3802
989	3799
992	3802
996	3795
999	3802
9C01EEDD123FF930A15756C0A9629C8B63	3789
9th	3802|3806
A	3787|3789|3790|3791|3792|3793|3794|3795|3796|3797|3799|3800|3801|3802|3804|3805|3806
A-L	3801
A1	3799
A2	3806
A29395-2004Apr20	3805
A590302	3802
ABC	3790
ACHIEVEMENT	3805
ACT	3795
ACU	3796
AD	3795|3799|3800|3806
AFL	3805
AN	3795
AO	3801
APHIS	3795
AREA	3795
AS	3802
ASEAN	3796
ASIL	3799
Aachen	3788
Aanstellerig	3788
Aardappel	3788
Ab	3805
Abdul	3801
Abel	3791
Abelian	3791
Aberdeen	3798
Abkhazia	3796|3802
Abner	3792
Aboriginal	3795
About	3787|3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
Above	3804
Abramovich	3791
Abril	3800
Absolute	3796|3798|3802
Abstract	3791
Ac	3795|3799|3800|3802
Acad	3797
Academia	3800
Academy	3790|3791|3798
Acapulco	3795
Acatenango	3800
Access	3787
Accessed	3803
Accession	3801
Accompanying	3789
According	3790|3791|3795|3796|3799
Account	3799
Acervo	3794
Achievement	3792
Achievements	3805
Achterhooks	3788
Acoustic	3806
Across	3805
Act	3795|3802
Action	3799
Actions	3787|3788|3789|3790|3791|3792|3793|3794|3795|3796|3797|3798|3799|3800|3801|3802|3803|3804|3805|3806
Actor	3790|3792
Adad	3801
Adam	3801|3805
Adamkus	3796
Adams	3799
Adapa	3801
Addams	3790
Additionally	3799
Additive	3789
Address	3795
Addresses	3800
Adjusting	3806
Administration	3795
Administratrive	3802
Adolf	3790
Adolph	3790
Adult	3795|3803
Adults	3795
Advanced	3791
Advances	3799
Adventure	3804
Advertising	3798|3805
Advocates	3802
Aegis	3798
Aerial	3795
Aeronautic	3800
Affair	3804
Affairs	3795|3796|3797
Affected	3788
Affiliated	3802
Africa	3799|3802|3805
African	3795
African-American	3789
Africans	3799
Afrikaans	3788|3795|3797|3799|3800|3802|3806
After	3788|3790|3793|3795|3799|3801|3803|3805|3806
Aga	3795
Again	3805
Against	3790|3796|3798
Agana	3795
Agaren	3801
Agasaya	3801
Agat	3795
Agatha	3799|3800
Age	3802
Agency	3795|3799
Ages	3802
Agglutinative	3797
Agora	3794
Agreement	3799
Agriculture	3795|3799
Agromercantil	3800
Agua	3799|3800
Aguilar	3800
Aguirre	3799
Aguon	3795
Agustin	3806
Ahn	3800
Aid	3799
Aigen	3789
Aine	3788
Ainege	3788
Aingoal	3788
Air	3795|3799|3802|3805|3806
Airlines	3795
Airmedical	3795
Airport	3795|3800|3802
Airtel	3802
Aitken	3792
Aix	3802
Ajap	3797
Ajukapota	3797
Ak	3797
Akkadian	3801
Akkenail	3788
Akrotiri	3802
Al	3790|3794
Alabama	3795
Alabaster	3801
Alan	3790|3798
Alaska	3795
Alastair	3806
Albania	3802|3805
Albert	3795
Albhy	3803
Albums	3804|3805
Alcino	3794
Alda	3790
Alderney	3802
Alderney's	3802
Aleksander	3796
Alemannisch	3790|3799|3806
Alex	3788
Alexander's	3802
Alfonso	3804
Algebra	3791
Algebraic	3791
Alger	3790
Alibi	3798
Alice	3790
Alifan	3795
Alingano	3795
Alistair	3790
Aliyev	3796
Alje	3788
All	3787|3788|3789|3790|3791|3792|3793|3795|3797|3799|3800|3802|3804|3805|3806
All-fifths	3806
All-fourths	3806
Allan	3790
Allegheny	3792
Allen	3790
Allen's	3790
Alley	3795
Allies	3802
Allman	3806
Almagosa	3795
Almanac	3802
Almost	3788|3791|3799|3806
Aloha	3795
Along	3793
Alpert	3793
Alsace-Lorraine	3790
Alsatian	3788
Also	3790|3795|3800|3805|3806
Alta	3799
Alternate	3806
Alternating	3791
Alternative	3790|3792|3793|3806
Although	3788|3795|3796|3799|3802|3806
Alto	3793|3806
Altos	3799
Alvarado	3799
Alvarez	3799
Alvaro	3800
Alveolar	3797
Alveolo-	3797
Alves	3794
Always	3790
Am	3800
Amalie	3800
Amantes	3795
Amarok	3804
Amatitl	3800
Amazing	3798
Amboparapa	3797
Ambrose	3802
Ambue	3797
Ambueve	3797
Ambulance	3802
Amelia	3798
Amen	3788
Amendment	3787
Amer	3791
America	3791|3794|3795|3797|3799|3800|3802
America's	3800
American	3787|3790|3791|3792|3793|3794|3795|3797|3798|3799|3800|3802|3806
American-style	3795
Americas	3795|3797|3799|3802|3806
Amerindian	3797|3799
Amigos	3799
Ammon	3792
Amnesty	3799
Amo	3797
Among	3796|3799|3802|3805|3806
Amount	3794
Amphibians	3795
An	3788|3790|3791|3795|3797|3798|3799|3800|3801|3806
Ana	3794
Anahatan	3795
Analecta	3801
Analogue	3798
Analysis	3791
Anatahan	3795
Anchel	3804
Ancient	3795|3799|3800|3801|3806
And	3788|3790|3792|3795|3802
Andalusian	3806
Andersen	3795
Andijan	3796
Andorra	3799|3802
Andr	3797|3799
Andreas	3806
Andrew	3792|3798|3802
Andrew's	3802
Andy	3802
Anecdotes	3790
Angel	3800
Angeles	3790
Angia	3802
Anglicisation	3802
Angling	3802
Angllais-Guern	3802
Anglo-Frisian	3788
Anglosphere	3802
Angola	3799
Anguilla	3799|3802
Anguilla2	3800
Animal	3790|3795
AnimalRights	3795
Anita	3792|3804
Annanuki	3801
Anne	3802|3806
Annex	3795
Anniversary	3804
Annoyed	3790
Annual	3790|3802
Annunaki	3801
Anobile	3790
Anos	3794
